territorio,canale_segnalazione,sesso,orientamento_sessuale,periodo,numero_vittime
isole,Utenti del 1522,maschi,omosessuale,2019,5
isole,Utenti del 1522,maschi,omosessuale,2020,7
isole,Utenti del 1522,maschi,omosessuale,2021,8
isole,Utenti del 1522,maschi,omosessuale,2022,7
isole,Utenti del 1522,maschi,transessuale,2015,1
isole,Utenti del 1522,maschi,transessuale,2017,2
isole,Utenti del 1522,maschi,transessuale,2018,1
isole,Utenti del 1522,maschi,transessuale,2019,4
isole,Utenti del 1522,maschi,transessuale,2020,2
isole,Utenti del 1522,maschi,transessuale,2021,3
isole,Utenti del 1522,maschi,transessuale,2022,4
isole,Utenti del 1522,maschi,missing,2023,344
isole,Utenti del 1522,maschi,missing,2024,452
isole,Utenti del 1522,maschi,altro o non indicato,2015,236
isole,Utenti del 1522,maschi,altro o non indicato,2016,168
isole,Utenti del 1522,maschi,altro o non indicato,2017,205
isole,Utenti del 1522,maschi,altro o non indicato,2018,216
isole,Utenti del 1522,maschi,altro o non indicato,2019,230
isole,Utenti del 1522,maschi,altro o non indicato,2020,256
isole,Utenti del 1522,maschi,altro o non indicato,2021,257
isole,Utenti del 1522,maschi,altro o non indicato,2022,222
isole,Utenti del 1522,femmine,omosessuale,2015,2
isole,Utenti del 1522,femmine,omosessuale,2016,5
isole,Utenti del 1522,femmine,omosessuale,2017,3
isole,Utenti del 1522,femmine,omosessuale,2018,2
isole,Utenti del 1522,femmine,omosessuale,2019,3
isole,Utenti del 1522,femmine,omosessuale,2020,10
isole,Utenti del 1522,femmine,omosessuale,2021,7
isole,Utenti del 1522,femmine,omosessuale,2022,9
isole,Utenti del 1522,femmine,transessuale,2015,3
isole,Utenti del 1522,femmine,transessuale,2016,3
isole,Utenti del 1522,femmine,transessuale,2017,7
isole,Utenti del 1522,femmine,transessuale,2019,2
isole,Utenti del 1522,femmine,transessuale,2020,11
isole,Utenti del 1522,femmine,transessuale,2021,4
isole,Utenti del 1522,femmine,transessuale,2022,5
isole,Utenti del 1522,femmine,missing,2023,2307
isole,Utenti del 1522,femmine,missing,2024,3008
isole,Utenti del 1522,femmine,altro o non indicato,2015,1740
isole,Utenti del 1522,femmine,altro o non indicato,2016,1766
isole,Utenti del 1522,femmine,altro o non indicato,2017,1479
isole,Utenti del 1522,femmine,altro o non indicato,2018,1769
isole,Utenti del 1522,femmine,altro o non indicato,2019,1565
isole,Utenti del 1522,femmine,altro o non indicato,2020,2033
isole,Utenti del 1522,femmine,altro o non indicato,2021,2251
isole,Utenti del 1522,femmine,altro o non indicato,2022,2023
isole,Utenti del 1522,non indicato,missing,2023,18
isole,Utenti del 1522,non indicato,missing,2024,6
sicilia,Utenti del 1522,maschi,omosessuale,2015,3
sicilia,Utenti del 1522,maschi,omosessuale,2017,5
sicilia,Utenti del 1522,maschi,omosessuale,2018,9
sicilia,Utenti del 1522,maschi,omosessuale,2019,2
sicilia,Utenti del 1522,maschi,omosessuale,2020,5
sicilia,Utenti del 1522,maschi,omosessuale,2021,7
sicilia,Utenti del 1522,maschi,omosessuale,2022,7
sicilia,Utenti del 1522,maschi,transessuale,2015,1
sicilia,Utenti del 1522,maschi,transessuale,2017,2
sicilia,Utenti del 1522,maschi,transessuale,2018,1
sicilia,Utenti del 1522,maschi,transessuale,2019,2
sicilia,Utenti del 1522,maschi,transessuale,2020,2
sicilia,Utenti del 1522,maschi,transessuale,2021,2
sicilia,Utenti del 1522,maschi,transessuale,2022,4
sicilia,Utenti del 1522,maschi,missing,2023,252
sicilia,Utenti del 1522,maschi,missing,2024,330
sicilia,Utenti del 1522,maschi,altro o non indicato,2015,169
sicilia,Utenti del 1522,maschi,altro o non indicato,2016,127
sicilia,Utenti del 1522,maschi,altro o non indicato,2017,163
sicilia,Utenti del 1522,maschi,altro o non indicato,2018,161
sicilia,Utenti del 1522,maschi,altro o non indicato,2019,187
sicilia,Utenti del 1522,maschi,altro o non indicato,2020,172
sicilia,Utenti del 1522,maschi,altro o non indicato,2021,181
sicilia,Utenti del 1522,maschi,altro o non indicato,2022,164
sicilia,Utenti del 1522,femmine,omosessuale,2015,2
sicilia,Utenti del 1522,femmine,omosessuale,2016,4
sicilia,Utenti del 1522,femmine,omosessuale,2017,3
sicilia,Utenti del 1522,femmine,omosessuale,2018,2
sicilia,Utenti del 1522,femmine,omosessuale,2019,3
sicilia,Utenti del 1522,femmine,omosessuale,2020,8
sicilia,Utenti del 1522,femmine,omosessuale,2021,5
sicilia,Utenti del 1522,femmine,omosessuale,2022,9
sicilia,Utenti del 1522,femmine,transessuale,2015,3
sicilia,Utenti del 1522,femmine,transessuale,2016,3
sicilia,Utenti del 1522,femmine,transessuale,2017,6
sicilia,Utenti del 1522,femmine,transessuale,2019,2
sicilia,Utenti del 1522,femmine,transessuale,2020,9
sicilia,Utenti del 1522,femmine,transessuale,2021,2
sicilia,Utenti del 1522,femmine,transessuale,2022,4
sicilia,Utenti del 1522,femmine,missing,2023,1602
sicilia,Utenti del 1522,femmine,missing,2024,2148
sicilia,Utenti del 1522,femmine,altro o non indicato,2015,1220
sicilia,Utenti del 1522,femmine,altro o non indicato,2016,1239
sicilia,Utenti del 1522,femmine,altro o non indicato,2017,1023
sicilia,Utenti del 1522,femmine,altro o non indicato,2018,1220
sicilia,Utenti del 1522,femmine,altro o non indicato,2019,1116
sicilia,Utenti del 1522,femmine,altro o non indicato,2020,1482
sicilia,Utenti del 1522,femmine,altro o non indicato,2021,1543
sicilia,Utenti del 1522,femmine,altro o non indicato,2022,1362
sicilia,Utenti del 1522,non indicato,missing,2023,14
sicilia,Utenti del 1522,non indicato,missing,2024,5
sardegna,Utenti del 1522,maschi,omosessuale,2015,1
sardegna,Utenti del 1522,maschi,omosessuale,2017,2
sardegna,Utenti del 1522,maschi,omosessuale,2019,3
sardegna,Utenti del 1522,maschi,omosessuale,2020,2
sardegna,Utenti del 1522,maschi,omosessuale,2021,1
sardegna,Utenti del 1522,maschi,transessuale,2019,2
sardegna,Utenti del 1522,maschi,transessuale,2021,1
sardegna,Utenti del 1522,maschi,missing,2023,92
sardegna,Utenti del 1522,maschi,missing,2024,122
sardegna,Utenti del 1522,maschi,altro o non indicato,2015,67
sardegna,Utenti del 1522,maschi,altro o non indicato,2016,41
sardegna,Utenti del 1522,maschi,altro o non indicato,2017,42
sardegna,Utenti del 1522,maschi,altro o non indicato,2018,55
sardegna,Utenti del 1522,maschi,altro o non indicato,2019,43
sardegna,Utenti del 1522,maschi,altro o non indicato,2020,84
sardegna,Utenti del 1522,maschi,altro o non indicato,2021,76
sardegna,Utenti del 1522,maschi,altro o non indicato,2022,58
sardegna,Utenti del 1522,femmine,omosessuale,2016,1
sardegna,Utenti del 1522,femmine,omosessuale,2020,2
sardegna,Utenti del 1522,femmine,omosessuale,2021,2
sardegna,Utenti del 1522,femmine,transessuale,2017,1
sardegna,Utenti del 1522,femmine,transessuale,2020,2
sardegna,Utenti del 1522,femmine,transessuale,2021,2
sardegna,Utenti del 1522,femmine,transessuale,2022,1
sardegna,Utenti del 1522,femmine,missing,2023,705
sardegna,Utenti del 1522,femmine,missing,2024,860
sardegna,Utenti del 1522,femmine,altro o non indicato,2015,520
sardegna,Utenti del 1522,femmine,altro o non indicato,2016,527
sardegna,Utenti del 1522,femmine,altro o non indicato,2017,456
sardegna,Utenti del 1522,femmine,altro o non indicato,2018,549
sardegna,Utenti del 1522,femmine,altro o non indicato,2019,449
sardegna,Utenti del 1522,femmine,altro o non indicato,2020,551
sardegna,Utenti del 1522,femmine,altro o non indicato,2021,708
sardegna,Utenti del 1522,femmine,altro o non indicato,2022,661
sardegna,Utenti del 1522,non indicato,missing,2023,4
sardegna,Utenti del 1522,non indicato,missing,2024,1
non indicato,Utenti del 1522,maschi,omosessuale,2015,2
non indicato,Utenti del 1522,maschi,omosessuale,2016,6
non indicato,Utenti del 1522,maschi,omosessuale,2017,10
non indicato,Utenti del 1522,maschi,omosessuale,2018,8
non indicato,Utenti del 1522,maschi,omosessuale,2019,7
non indicato,Utenti del 1522,maschi,omosessuale,2020,21
non indicato,Utenti del 1522,maschi,omosessuale,2021,22
non indicato,Utenti del 1522,maschi,omosessuale,2022,22
non indicato,Utenti del 1522,maschi,transessuale,2015,5
non indicato,Utenti del 1522,maschi,transessuale,2016,1
non indicato,Utenti del 1522,maschi,transessuale,2017,8
non indicato,Utenti del 1522,maschi,transessuale,2018,6
non indicato,Utenti del 1522,maschi,transessuale,2019,2
non indicato,Utenti del 1522,maschi,transessuale,2020,14
non indicato,Utenti del 1522,maschi,transessuale,2021,13
non indicato,Utenti del 1522,maschi,transessuale,2022,6
non indicato,Utenti del 1522,maschi,missing,2023,2421
non indicato,Utenti del 1522,maschi,missing,2024,3575
non indicato,Utenti del 1522,maschi,altro o non indicato,2015,292
non indicato,Utenti del 1522,maschi,altro o non indicato,2016,220
non indicato,Utenti del 1522,maschi,altro o non indicato,2017,421
non indicato,Utenti del 1522,maschi,altro o non indicato,2018,534
non indicato,Utenti del 1522,maschi,altro o non indicato,2019,299
non indicato,Utenti del 1522,maschi,altro o non indicato,2020,842
non indicato,Utenti del 1522,maschi,altro o non indicato,2021,1572
non indicato,Utenti del 1522,maschi,altro o non indicato,2022,1429
non indicato,Utenti del 1522,femmine,omosessuale,2016,1
non indicato,Utenti del 1522,femmine,omosessuale,2019,3
non indicato,Utenti del 1522,femmine,omosessuale,2020,15
non indicato,Utenti del 1522,femmine,omosessuale,2021,17
non indicato,Utenti del 1522,femmine,omosessuale,2022,13
non indicato,Utenti del 1522,femmine,transessuale,2015,4
non indicato,Utenti del 1522,femmine,transessuale,2016,1
non indicato,Utenti del 1522,femmine,transessuale,2017,7
non indicato,Utenti del 1522,femmine,transessuale,2018,6
non indicato,Utenti del 1522,femmine,transessuale,2019,2
non indicato,Utenti del 1522,femmine,transessuale,2020,43
non indicato,Utenti del 1522,femmine,transessuale,2021,24
non indicato,Utenti del 1522,femmine,transessuale,2022,21
non indicato,Utenti del 1522,femmine,missing,2023,12067
non indicato,Utenti del 1522,femmine,missing,2024,14397
non indicato,Utenti del 1522,femmine,altro o non indicato,2015,1371
non indicato,Utenti del 1522,femmine,altro o non indicato,2016,1176
non indicato,Utenti del 1522,femmine,altro o non indicato,2017,2163
non indicato,Utenti del 1522,femmine,altro o non indicato,2018,2640
non indicato,Utenti del 1522,femmine,altro o non indicato,2019,1780
non indicato,Utenti del 1522,femmine,altro o non indicato,2020,5985
non indicato,Utenti del 1522,femmine,altro o non indicato,2021,8621
non indicato,Utenti del 1522,femmine,altro o non indicato,2022,7270
non indicato,Utenti del 1522,non indicato,missing,2023,4151
non indicato,Utenti del 1522,non indicato,missing,2024,4480
non indicato,Utenti del 1522,non indicato,altro o non indicato,2015,1
non indicato,Utenti del 1522,non indicato,altro o non indicato,2019,2
non indicato,Utenti del 1522,non indicato,altro o non indicato,2020,9
non indicato,Utenti del 1522,non indicato,altro o non indicato,2021,11
non indicato,Utenti del 1522,non indicato,altro o non indicato,2022,15
