territorio,sesso,stato_denuncia,periodo,numero_vittime
sud,femmine,non risponde,2019,7
sud,femmine,non risponde,2020,26
sud,femmine,non risponde,2021,40
sud,femmine,non risponde,2022,33
sud,femmine,non risponde,2023,230
sud,femmine,non risponde,2024,125
sud,femmine,non disponibile,2015,123
sud,femmine,non disponibile,2016,121
sud,femmine,non disponibile,2017,128
sud,femmine,non disponibile,2018,178
sud,femmine,non disponibile,2019,129
sud,femmine,non disponibile,2020,604
sud,femmine,non disponibile,2021,402
sud,femmine,non disponibile,2022,140
sud,femmine,non disponibile,2023,29
sud,femmine,non disponibile,2024,62
sud,non indicato,denuncia,2023,1
sud,non indicato,denuncia,2024,3
sud,non indicato,non denuncia,2023,1
sud,non indicato,non denuncia,2024,5
sud,non indicato,non risponde,2023,7
sud,non indicato,non risponde,2024,1
sud,non indicato,non disponibile,2023,41
sud,non indicato,non disponibile,2024,43
abruzzo,maschi,denuncia,2016,1
abruzzo,maschi,denuncia,2017,3
abruzzo,maschi,denuncia,2020,3
abruzzo,maschi,non denuncia,2015,8
abruzzo,maschi,non denuncia,2016,7
abruzzo,maschi,non denuncia,2017,3
abruzzo,maschi,non denuncia,2018,5
abruzzo,maschi,non denuncia,2020,6
abruzzo,maschi,non denuncia,2021,7
abruzzo,maschi,non denuncia,2022,4
abruzzo,maschi,non denuncia,2023,4
abruzzo,maschi,non denuncia,2024,11
abruzzo,maschi,non risponde,2021,1
abruzzo,maschi,non risponde,2023,1
abruzzo,maschi,non disponibile,2015,4
abruzzo,maschi,non disponibile,2016,3
abruzzo,maschi,non disponibile,2017,1
abruzzo,maschi,non disponibile,2018,2
abruzzo,maschi,non disponibile,2020,1
abruzzo,maschi,non disponibile,2021,1
abruzzo,femmine,denuncia,2015,20
abruzzo,femmine,denuncia,2016,23
abruzzo,femmine,denuncia,2017,26
abruzzo,femmine,denuncia,2018,22
abruzzo,femmine,denuncia,2019,32
abruzzo,femmine,denuncia,2020,26
abruzzo,femmine,denuncia,2021,48
abruzzo,femmine,denuncia,2022,26
abruzzo,femmine,denuncia,2023,41
abruzzo,femmine,denuncia,2024,37
abruzzo,femmine,ritira la denuncia,2015,5
abruzzo,femmine,ritira la denuncia,2016,10
abruzzo,femmine,ritira la denuncia,2017,3
abruzzo,femmine,ritira la denuncia,2018,4
abruzzo,femmine,ritira la denuncia,2019,5
abruzzo,femmine,ritira la denuncia,2020,10
abruzzo,femmine,ritira la denuncia,2021,8
abruzzo,femmine,ritira la denuncia,2022,5
abruzzo,femmine,ritira la denuncia,2023,15
abruzzo,femmine,ritira la denuncia,2024,10
abruzzo,femmine,non denuncia,2015,128
abruzzo,femmine,non denuncia,2016,129
abruzzo,femmine,non denuncia,2017,135
abruzzo,femmine,non denuncia,2018,169
abruzzo,femmine,non denuncia,2019,131
abruzzo,femmine,non denuncia,2020,199
abruzzo,femmine,non denuncia,2021,193
abruzzo,femmine,non denuncia,2022,184
abruzzo,femmine,non denuncia,2023,187
abruzzo,femmine,non denuncia,2024,196
abruzzo,femmine,non risponde,2015,2
abruzzo,femmine,non risponde,2016,2
abruzzo,femmine,non risponde,2019,1
abruzzo,femmine,non risponde,2020,1
abruzzo,femmine,non risponde,2021,4
abruzzo,femmine,non risponde,2022,7
abruzzo,femmine,non risponde,2023,25
abruzzo,femmine,non risponde,2024,11
abruzzo,femmine,non disponibile,2015,16
abruzzo,femmine,non disponibile,2016,11
abruzzo,femmine,non disponibile,2017,10
abruzzo,femmine,non disponibile,2018,22
abruzzo,femmine,non disponibile,2019,19
abruzzo,femmine,non disponibile,2020,53
abruzzo,femmine,non disponibile,2021,37
abruzzo,femmine,non disponibile,2022,13
abruzzo,femmine,non disponibile,2023,4
abruzzo,femmine,non disponibile,2024,4
abruzzo,non indicato,non denuncia,2024,1
abruzzo,non indicato,non risponde,2023,1
abruzzo,non indicato,non disponibile,2023,4
abruzzo,non indicato,non disponibile,2024,5
molise,maschi,denuncia,2015,1
molise,maschi,denuncia,2017,1
molise,maschi,denuncia,2018,1
molise,maschi,denuncia,2019,1
molise,maschi,ritira la denuncia,2020,2
molise,maschi,non denuncia,2016,1
molise,maschi,non denuncia,2017,1
molise,maschi,non denuncia,2019,1
molise,maschi,non denuncia,2020,2
molise,maschi,non denuncia,2021,1
molise,maschi,non denuncia,2024,2
molise,femmine,denuncia,2015,5
molise,femmine,denuncia,2016,2
molise,femmine,denuncia,2017,6
molise,femmine,denuncia,2018,1
molise,femmine,denuncia,2019,2
molise,femmine,denuncia,2020,8
molise,femmine,denuncia,2021,8
molise,femmine,denuncia,2022,6
molise,femmine,denuncia,2023,10
molise,femmine,denuncia,2024,8
molise,femmine,ritira la denuncia,2015,1
molise,femmine,ritira la denuncia,2016,1
molise,femmine,ritira la denuncia,2019,2
molise,femmine,ritira la denuncia,2020,2
molise,femmine,ritira la denuncia,2022,3
molise,femmine,ritira la denuncia,2024,3
molise,femmine,non denuncia,2015,26
molise,femmine,non denuncia,2016,26
molise,femmine,non denuncia,2017,10
molise,femmine,non denuncia,2018,21
molise,femmine,non denuncia,2019,25
molise,femmine,non denuncia,2020,29
molise,femmine,non denuncia,2021,24
molise,femmine,non denuncia,2022,24
molise,femmine,non denuncia,2023,35
molise,femmine,non denuncia,2024,44
molise,femmine,non risponde,2015,1
molise,femmine,non risponde,2021,2
molise,femmine,non risponde,2023,2
molise,femmine,non risponde,2024,1
molise,femmine,non disponibile,2015,4
molise,femmine,non disponibile,2016,2
molise,femmine,non disponibile,2017,2
molise,femmine,non disponibile,2018,1
molise,femmine,non disponibile,2019,2
molise,femmine,non disponibile,2020,6
molise,femmine,non disponibile,2021,6
molise,femmine,non disponibile,2022,2
molise,non indicato,denuncia,2024,1
molise,non indicato,non disponibile,2023,1
molise,non indicato,non disponibile,2024,2
campania,maschi,denuncia,2015,10
campania,maschi,denuncia,2016,3
campania,maschi,denuncia,2017,5
campania,maschi,denuncia,2018,3
campania,maschi,denuncia,2020,2
campania,maschi,denuncia,2021,6
campania,maschi,denuncia,2022,4
campania,maschi,denuncia,2023,2
campania,maschi,denuncia,2024,3
campania,maschi,ritira la denuncia,2015,1
campania,maschi,ritira la denuncia,2016,1
campania,maschi,ritira la denuncia,2023,1
campania,maschi,non denuncia,2015,19
campania,maschi,non denuncia,2016,24
campania,maschi,non denuncia,2017,14
campania,maschi,non denuncia,2018,18
campania,maschi,non denuncia,2019,18
campania,maschi,non denuncia,2020,15
campania,maschi,non denuncia,2021,22
campania,maschi,non denuncia,2022,11
campania,maschi,non denuncia,2023,17
campania,maschi,non denuncia,2024,29
campania,maschi,non risponde,2022,1
campania,maschi,non risponde,2023,2
campania,maschi,non risponde,2024,6
campania,maschi,non disponibile,2016,4
campania,maschi,non disponibile,2017,4
campania,maschi,non disponibile,2018,9
campania,maschi,non disponibile,2019,1
campania,maschi,non disponibile,2020,11
campania,maschi,non disponibile,2021,7
campania,maschi,non disponibile,2022,7
campania,maschi,non disponibile,2024,1
campania,femmine,denuncia,2015,133
campania,femmine,denuncia,2016,146
campania,femmine,denuncia,2017,114
campania,femmine,denuncia,2018,151
campania,femmine,denuncia,2019,159
campania,femmine,denuncia,2020,158
campania,femmine,denuncia,2021,223
campania,femmine,denuncia,2022,158
campania,femmine,denuncia,2023,185
campania,femmine,denuncia,2024,189
campania,femmine,ritira la denuncia,2015,46
campania,femmine,ritira la denuncia,2016,47
campania,femmine,ritira la denuncia,2017,29
campania,femmine,ritira la denuncia,2018,50
campania,femmine,ritira la denuncia,2019,35
campania,femmine,ritira la denuncia,2020,28
campania,femmine,ritira la denuncia,2021,50
campania,femmine,ritira la denuncia,2022,37
campania,femmine,ritira la denuncia,2023,28
campania,femmine,ritira la denuncia,2024,47
campania,femmine,non denuncia,2015,628
campania,femmine,non denuncia,2016,559
campania,femmine,non denuncia,2017,510
campania,femmine,non denuncia,2018,680
campania,femmine,non denuncia,2019,591
campania,femmine,non denuncia,2020,811
campania,femmine,non denuncia,2021,892
campania,femmine,non denuncia,2022,694
campania,femmine,non denuncia,2023,703
campania,femmine,non denuncia,2024,972
campania,femmine,non risponde,2015,5
campania,femmine,non risponde,2016,5
campania,femmine,non risponde,2017,4
campania,femmine,non risponde,2018,2
campania,femmine,non risponde,2019,1
campania,femmine,non risponde,2020,16
campania,femmine,non risponde,2021,18
campania,femmine,non risponde,2022,11
campania,femmine,non risponde,2023,99
campania,femmine,non risponde,2024,49
campania,femmine,non disponibile,2015,62
campania,femmine,non disponibile,2016,73
campania,femmine,non disponibile,2017,65
campania,femmine,non disponibile,2018,77
campania,femmine,non disponibile,2019,59
campania,femmine,non disponibile,2020,282
campania,femmine,non disponibile,2021,189
campania,femmine,non disponibile,2022,68
campania,femmine,non disponibile,2023,18
campania,femmine,non disponibile,2024,30
campania,non indicato,denuncia,2024,1
campania,non indicato,non denuncia,2023,1
campania,non indicato,non denuncia,2024,3
campania,non indicato,non risponde,2023,4
campania,non indicato,non disponibile,2023,23
campania,non indicato,non disponibile,2024,15
puglia,maschi,denuncia,2015,2
puglia,maschi,denuncia,2016,2
puglia,maschi,denuncia,2018,3
puglia,maschi,denuncia,2019,2
puglia,maschi,denuncia,2020,1
puglia,maschi,denuncia,2021,3
puglia,maschi,denuncia,2024,8
puglia,maschi,ritira la denuncia,2016,1
puglia,maschi,ritira la denuncia,2018,1
puglia,maschi,ritira la denuncia,2020,2
puglia,maschi,ritira la denuncia,2021,2
puglia,maschi,ritira la denuncia,2024,1
puglia,maschi,non denuncia,2015,16
puglia,maschi,non denuncia,2016,9
puglia,maschi,non denuncia,2017,11
puglia,maschi,non denuncia,2018,16
puglia,maschi,non denuncia,2019,12
puglia,maschi,non denuncia,2020,15
puglia,maschi,non denuncia,2021,11
puglia,maschi,non denuncia,2022,6
puglia,maschi,non denuncia,2023,17
puglia,maschi,non denuncia,2024,14
puglia,maschi,non risponde,2023,2
puglia,maschi,non disponibile,2015,6
puglia,maschi,non disponibile,2016,2
puglia,maschi,non disponibile,2017,3
puglia,maschi,non disponibile,2018,1
puglia,maschi,non disponibile,2019,2
puglia,maschi,non disponibile,2020,14
puglia,maschi,non disponibile,2021,7
puglia,maschi,non disponibile,2022,1
puglia,femmine,denuncia,2015,83
puglia,femmine,denuncia,2016,66
puglia,femmine,denuncia,2017,67
puglia,femmine,denuncia,2018,90
puglia,femmine,denuncia,2019,73
puglia,femmine,denuncia,2020,95
puglia,femmine,denuncia,2021,108
puglia,femmine,denuncia,2022,82
puglia,femmine,denuncia,2023,86
puglia,femmine,denuncia,2024,94
puglia,femmine,ritira la denuncia,2015,27
puglia,femmine,ritira la denuncia,2016,21
puglia,femmine,ritira la denuncia,2017,9
puglia,femmine,ritira la denuncia,2018,28
puglia,femmine,ritira la denuncia,2019,20
puglia,femmine,ritira la denuncia,2020,19
puglia,femmine,ritira la denuncia,2021,20
puglia,femmine,ritira la denuncia,2022,15
puglia,femmine,ritira la denuncia,2023,15
puglia,femmine,ritira la denuncia,2024,30
puglia,femmine,non denuncia,2015,352
puglia,femmine,non denuncia,2016,330
puglia,femmine,non denuncia,2017,302
puglia,femmine,non denuncia,2018,418
puglia,femmine,non denuncia,2019,336
puglia,femmine,non denuncia,2020,522
puglia,femmine,non denuncia,2021,627
puglia,femmine,non denuncia,2022,483
puglia,femmine,non denuncia,2023,502
puglia,femmine,non denuncia,2024,694
puglia,femmine,non risponde,2015,3
puglia,femmine,non risponde,2016,2
puglia,femmine,non risponde,2017,2
puglia,femmine,non risponde,2018,1
puglia,femmine,non risponde,2019,2
puglia,femmine,non risponde,2020,9
puglia,femmine,non risponde,2021,12
puglia,femmine,non risponde,2022,11
puglia,femmine,non risponde,2023,71
puglia,femmine,non risponde,2024,49
puglia,femmine,non disponibile,2015,30
puglia,femmine,non disponibile,2016,29
puglia,femmine,non disponibile,2017,34
puglia,femmine,non disponibile,2018,53
puglia,femmine,non disponibile,2019,33
puglia,femmine,non disponibile,2020,175
puglia,femmine,non disponibile,2021,112
puglia,femmine,non disponibile,2022,44
puglia,femmine,non disponibile,2023,4
puglia,femmine,non disponibile,2024,22
puglia,non indicato,denuncia,2023,1
puglia,non indicato,non risponde,2023,2
puglia,non indicato,non risponde,2024,1
puglia,non indicato,non disponibile,2023,6
puglia,non indicato,non disponibile,2024,16
basilicata,maschi,denuncia,2022,1
basilicata,maschi,non denuncia,2015,2
basilicata,maschi,non denuncia,2016,3
basilicata,maschi,non denuncia,2019,2
basilicata,maschi,non denuncia,2022,1
basilicata,maschi,non denuncia,2023,4
basilicata,maschi,non denuncia,2024,1
basilicata,maschi,non risponde,2024,1
basilicata,maschi,non disponibile,2019,1
basilicata,femmine,denuncia,2015,11
basilicata,femmine,denuncia,2016,7
basilicata,femmine,denuncia,2017,9
basilicata,femmine,denuncia,2018,5
basilicata,femmine,denuncia,2019,13
basilicata,femmine,denuncia,2020,14
basilicata,femmine,denuncia,2021,14
basilicata,femmine,denuncia,2022,9
basilicata,femmine,denuncia,2023,20
basilicata,femmine,denuncia,2024,19
basilicata,femmine,ritira la denuncia,2015,2
basilicata,femmine,ritira la denuncia,2016,2
basilicata,femmine,ritira la denuncia,2017,3
basilicata,femmine,ritira la denuncia,2018,3
basilicata,femmine,ritira la denuncia,2019,5
basilicata,femmine,ritira la denuncia,2020,5
basilicata,femmine,ritira la denuncia,2021,3
basilicata,femmine,ritira la denuncia,2023,3
basilicata,femmine,ritira la denuncia,2024,1
basilicata,femmine,non denuncia,2015,32
basilicata,femmine,non denuncia,2016,29
basilicata,femmine,non denuncia,2017,36
basilicata,femmine,non denuncia,2018,38
basilicata,femmine,non denuncia,2019,44
basilicata,femmine,non denuncia,2020,50
basilicata,femmine,non denuncia,2021,70
basilicata,femmine,non denuncia,2022,66
basilicata,femmine,non denuncia,2023,57
basilicata,femmine,non denuncia,2024,57
basilicata,femmine,non risponde,2019,2
basilicata,femmine,non risponde,2021,1
basilicata,femmine,non risponde,2023,3
basilicata,femmine,non risponde,2024,4
basilicata,femmine,non disponibile,2015,2
basilicata,femmine,non disponibile,2017,2
basilicata,femmine,non disponibile,2018,10
basilicata,femmine,non disponibile,2019,2
basilicata,femmine,non disponibile,2020,13
basilicata,femmine,non disponibile,2021,12
basilicata,femmine,non disponibile,2022,3
basilicata,femmine,non disponibile,2023,1
basilicata,non indicato,non disponibile,2024,1
calabria,maschi,denuncia,2015,1
calabria,maschi,denuncia,2018,1
calabria,maschi,denuncia,2019,1
calabria,maschi,denuncia,2020,3
calabria,maschi,denuncia,2021,1
calabria,maschi,denuncia,2022,1
calabria,maschi,denuncia,2023,1
calabria,maschi,non denuncia,2015,1
calabria,maschi,non denuncia,2016,5
calabria,maschi,non denuncia,2017,4
calabria,maschi,non denuncia,2018,2
calabria,maschi,non denuncia,2019,2
calabria,maschi,non denuncia,2020,5
calabria,maschi,non denuncia,2021,11
calabria,maschi,non denuncia,2022,1
calabria,maschi,non denuncia,2023,3
calabria,maschi,non denuncia,2024,3
calabria,maschi,non disponibile,2015,2
calabria,maschi,non disponibile,2017,2
calabria,maschi,non disponibile,2021,4
calabria,femmine,denuncia,2015,25
calabria,femmine,denuncia,2016,32
calabria,femmine,denuncia,2017,26
calabria,femmine,denuncia,2018,30
calabria,femmine,denuncia,2019,39
calabria,femmine,denuncia,2020,64
calabria,femmine,denuncia,2021,67
calabria,femmine,denuncia,2022,46
calabria,femmine,denuncia,2023,52
calabria,femmine,denuncia,2024,49
calabria,femmine,ritira la denuncia,2015,4
calabria,femmine,ritira la denuncia,2016,7
calabria,femmine,ritira la denuncia,2017,4
calabria,femmine,ritira la denuncia,2018,5
calabria,femmine,ritira la denuncia,2019,10
calabria,femmine,ritira la denuncia,2020,7
calabria,femmine,ritira la denuncia,2021,5
calabria,femmine,ritira la denuncia,2022,10
calabria,femmine,ritira la denuncia,2023,6
calabria,femmine,ritira la denuncia,2024,7
calabria,femmine,non denuncia,2015,146
calabria,femmine,non denuncia,2016,142
calabria,femmine,non denuncia,2017,118
calabria,femmine,non denuncia,2018,141
calabria,femmine,non denuncia,2019,148
calabria,femmine,non denuncia,2020,205
calabria,femmine,non denuncia,2021,203
calabria,femmine,non denuncia,2022,175
calabria,femmine,non denuncia,2023,173
calabria,femmine,non denuncia,2024,193
calabria,femmine,non risponde,2015,2
calabria,femmine,non risponde,2016,1
calabria,femmine,non risponde,2019,1
calabria,femmine,non risponde,2021,3
calabria,femmine,non risponde,2022,4
calabria,femmine,non risponde,2023,30
calabria,femmine,non risponde,2024,11
calabria,femmine,non disponibile,2015,9
calabria,femmine,non disponibile,2016,6
calabria,femmine,non disponibile,2017,15
calabria,femmine,non disponibile,2018,15
calabria,femmine,non disponibile,2019,14
calabria,femmine,non disponibile,2020,75
calabria,femmine,non disponibile,2021,46
calabria,femmine,non disponibile,2022,10
calabria,femmine,non disponibile,2023,2
calabria,femmine,non disponibile,2024,6
calabria,non indicato,denuncia,2024,1
calabria,non indicato,non denuncia,2024,1
calabria,non indicato,non disponibile,2023,7
calabria,non indicato,non disponibile,2024,4
isole,maschi,denuncia,2015,3
isole,maschi,denuncia,2016,4
isole,maschi,denuncia,2017,2
isole,maschi,denuncia,2018,5
isole,maschi,denuncia,2020,5
isole,maschi,denuncia,2021,6
isole,maschi,denuncia,2022,2
isole,maschi,denuncia,2023,6
isole,maschi,denuncia,2024,5
isole,maschi,ritira la denuncia,2017,1
isole,maschi,non denuncia,2015,15
isole,maschi,non denuncia,2016,19
isole,maschi,non denuncia,2017,14
isole,maschi,non denuncia,2018,16
isole,maschi,non denuncia,2019,13
isole,maschi,non denuncia,2020,25
isole,maschi,non denuncia,2021,22
isole,maschi,non denuncia,2022,10
isole,maschi,non denuncia,2023,15
isole,maschi,non denuncia,2024,18
isole,maschi,non risponde,2015,1
isole,maschi,non risponde,2016,1
isole,maschi,non risponde,2021,1
isole,maschi,non risponde,2024,2
isole,maschi,non disponibile,2015,7
isole,maschi,non disponibile,2016,1
isole,maschi,non disponibile,2017,2
isole,maschi,non disponibile,2018,2
isole,maschi,non disponibile,2019,3
isole,maschi,non disponibile,2020,12
isole,maschi,non disponibile,2021,6
isole,maschi,non disponibile,2022,4
isole,maschi,non disponibile,2023,1
isole,femmine,denuncia,2015,108
isole,femmine,denuncia,2016,118
isole,femmine,denuncia,2017,126
isole,femmine,denuncia,2018,144
isole,femmine,denuncia,2019,136
isole,femmine,denuncia,2020,118
isole,femmine,denuncia,2021,194
isole,femmine,denuncia,2022,123
isole,femmine,denuncia,2023,157
isole,femmine,denuncia,2024,131
isole,femmine,ritira la denuncia,2015,29
isole,femmine,ritira la denuncia,2016,50
isole,femmine,ritira la denuncia,2017,24
isole,femmine,ritira la denuncia,2018,25
isole,femmine,ritira la denuncia,2019,21
isole,femmine,ritira la denuncia,2020,29
isole,femmine,ritira la denuncia,2021,28
isole,femmine,ritira la denuncia,2022,27
isole,femmine,ritira la denuncia,2023,19
isole,femmine,ritira la denuncia,2024,36
isole,femmine,non denuncia,2015,537
isole,femmine,non denuncia,2016,563
isole,femmine,non denuncia,2017,506
isole,femmine,non denuncia,2018,550
isole,femmine,non denuncia,2019,492
isole,femmine,non denuncia,2020,728
isole,femmine,non denuncia,2021,763
isole,femmine,non denuncia,2022,626
isole,femmine,non denuncia,2023,622
isole,femmine,non denuncia,2024,838
isole,femmine,non risponde,2015,2
isole,femmine,non risponde,2017,2
isole,femmine,non risponde,2018,2
isole,femmine,non risponde,2020,7
isole,femmine,non risponde,2021,17
isole,femmine,non risponde,2022,13
isole,femmine,non risponde,2023,74
isole,femmine,non risponde,2024,65
isole,femmine,non disponibile,2015,45
isole,femmine,non disponibile,2016,46
isole,femmine,non disponibile,2017,63
isole,femmine,non disponibile,2018,63
isole,femmine,non disponibile,2019,51
isole,femmine,non disponibile,2020,235
isole,femmine,non disponibile,2021,195
isole,femmine,non disponibile,2022,56
isole,femmine,non disponibile,2023,10
isole,femmine,non disponibile,2024,18
isole,non indicato,denuncia,2023,3
isole,non indicato,non denuncia,2023,3
isole,non indicato,non denuncia,2024,2
isole,non indicato,non risponde,2023,3
isole,non indicato,non risponde,2024,1
isole,non indicato,non disponibile,2023,7
isole,non indicato,non disponibile,2024,14
sicilia,maschi,denuncia,2015,2
sicilia,maschi,denuncia,2016,2
sicilia,maschi,denuncia,2017,1
sicilia,maschi,denuncia,2018,4
sicilia,maschi,denuncia,2020,3
sicilia,maschi,denuncia,2021,4
sicilia,maschi,denuncia,2022,1
sicilia,maschi,denuncia,2023,5
sicilia,maschi,denuncia,2024,5
sicilia,maschi,non denuncia,2015,11
sicilia,maschi,non denuncia,2016,11
sicilia,maschi,non denuncia,2017,8
sicilia,maschi,non denuncia,2018,12
sicilia,maschi,non denuncia,2019,8
sicilia,maschi,non denuncia,2020,18
sicilia,maschi,non denuncia,2021,15
sicilia,maschi,non denuncia,2022,8
sicilia,maschi,non denuncia,2023,11
sicilia,maschi,non denuncia,2024,15
sicilia,maschi,non risponde,2016,1
sicilia,maschi,non risponde,2021,1
sicilia,maschi,non risponde,2024,2
sicilia,maschi,non disponibile,2015,5
sicilia,maschi,non disponibile,2016,1
sicilia,maschi,non disponibile,2017,2
sicilia,maschi,non disponibile,2019,2
sicilia,maschi,non disponibile,2020,8
sicilia,maschi,non disponibile,2021,5
sicilia,maschi,non disponibile,2022,4
sicilia,femmine,denuncia,2015,73
sicilia,femmine,denuncia,2016,89
sicilia,femmine,denuncia,2017,93
sicilia,femmine,denuncia,2018,96
sicilia,femmine,denuncia,2019,104
sicilia,femmine,denuncia,2020,76
sicilia,femmine,denuncia,2021,141
sicilia,femmine,denuncia,2022,82
sicilia,femmine,denuncia,2023,115
sicilia,femmine,denuncia,2024,92
sicilia,femmine,ritira la denuncia,2015,22
sicilia,femmine,ritira la denuncia,2016,40
sicilia,femmine,ritira la denuncia,2017,20
sicilia,femmine,ritira la denuncia,2018,19
sicilia,femmine,ritira la denuncia,2019,17
sicilia,femmine,ritira la denuncia,2020,23
sicilia,femmine,ritira la denuncia,2021,23
sicilia,femmine,ritira la denuncia,2022,21
sicilia,femmine,ritira la denuncia,2023,15
sicilia,femmine,ritira la denuncia,2024,28
sicilia,femmine,non denuncia,2015,378
sicilia,femmine,non denuncia,2016,394
sicilia,femmine,non denuncia,2017,344
sicilia,femmine,non denuncia,2018,392
sicilia,femmine,non denuncia,2019,359
sicilia,femmine,non denuncia,2020,521
sicilia,femmine,non denuncia,2021,551
sicilia,femmine,non denuncia,2022,432
sicilia,femmine,non denuncia,2023,456
sicilia,femmine,non denuncia,2024,605
sicilia,femmine,non risponde,2015,2
sicilia,femmine,non risponde,2017,1
sicilia,femmine,non risponde,2018,2
sicilia,femmine,non risponde,2020,3
sicilia,femmine,non risponde,2021,7
sicilia,femmine,non risponde,2022,8
sicilia,femmine,non risponde,2023,56
sicilia,femmine,non risponde,2024,48
sicilia,femmine,non disponibile,2015,29
sicilia,femmine,non disponibile,2016,32
sicilia,femmine,non disponibile,2017,46
sicilia,femmine,non disponibile,2018,40
sicilia,femmine,non disponibile,2019,35
sicilia,femmine,non disponibile,2020,163
sicilia,femmine,non disponibile,2021,141
sicilia,femmine,non disponibile,2022,40
sicilia,femmine,non disponibile,2023,10
sicilia,femmine,non disponibile,2024,12
sicilia,non indicato,denuncia,2023,3
sicilia,non indicato,non denuncia,2023,3
sicilia,non indicato,non denuncia,2024,2
sicilia,non indicato,non risponde,2023,3
sicilia,non indicato,non risponde,2024,1
sicilia,non indicato,non disponibile,2023,5
sicilia,non indicato,non disponibile,2024,9
sardegna,maschi,denuncia,2015,1
sardegna,maschi,denuncia,2016,2
sardegna,maschi,denuncia,2017,1
sardegna,maschi,denuncia,2018,1
sardegna,maschi,denuncia,2020,2
sardegna,maschi,denuncia,2021,2
sardegna,maschi,denuncia,2022,1
sardegna,maschi,denuncia,2023,1
sardegna,maschi,ritira la denuncia,2017,1
sardegna,maschi,non denuncia,2015,4
sardegna,maschi,non denuncia,2016,8
sardegna,maschi,non denuncia,2017,6
sardegna,maschi,non denuncia,2018,4
sardegna,maschi,non denuncia,2019,5
sardegna,maschi,non denuncia,2020,7
sardegna,maschi,non denuncia,2021,7
sardegna,maschi,non denuncia,2022,2
sardegna,maschi,non denuncia,2023,4
sardegna,maschi,non denuncia,2024,3
sardegna,maschi,non risponde,2015,1
sardegna,maschi,non disponibile,2015,2
sardegna,maschi,non disponibile,2018,2
sardegna,maschi,non disponibile,2019,1
sardegna,maschi,non disponibile,2020,4
sardegna,maschi,non disponibile,2021,1
sardegna,maschi,non disponibile,2023,1
sardegna,femmine,denuncia,2015,35
sardegna,femmine,denuncia,2016,29
sardegna,femmine,denuncia,2017,33
sardegna,femmine,denuncia,2018,48
sardegna,femmine,denuncia,2019,32
sardegna,femmine,denuncia,2020,42
sardegna,femmine,denuncia,2021,53
sardegna,femmine,denuncia,2022,41
sardegna,femmine,denuncia,2023,42
sardegna,femmine,denuncia,2024,39
sardegna,femmine,ritira la denuncia,2015,7
sardegna,femmine,ritira la denuncia,2016,10
sardegna,femmine,ritira la denuncia,2017,4
sardegna,femmine,ritira la denuncia,2018,6
sardegna,femmine,ritira la denuncia,2019,4
sardegna,femmine,ritira la denuncia,2020,6
sardegna,femmine,ritira la denuncia,2021,5
sardegna,femmine,ritira la denuncia,2022,6
sardegna,femmine,ritira la denuncia,2023,4
sardegna,femmine,ritira la denuncia,2024,8
sardegna,femmine,non denuncia,2015,159
sardegna,femmine,non denuncia,2016,169
sardegna,femmine,non denuncia,2017,162
sardegna,femmine,non denuncia,2018,158
sardegna,femmine,non denuncia,2019,133
sardegna,femmine,non denuncia,2020,207
sardegna,femmine,non denuncia,2021,212
sardegna,femmine,non denuncia,2022,194
sardegna,femmine,non denuncia,2023,166
sardegna,femmine,non denuncia,2024,233
sardegna,femmine,non risponde,2017,1
sardegna,femmine,non risponde,2020,4
sardegna,femmine,non risponde,2021,10
sardegna,femmine,non risponde,2022,5
sardegna,femmine,non risponde,2023,18
sardegna,femmine,non risponde,2024,17
sardegna,femmine,non disponibile,2015,16
sardegna,femmine,non disponibile,2016,14
sardegna,femmine,non disponibile,2017,17
sardegna,femmine,non disponibile,2018,23
sardegna,femmine,non disponibile,2019,16
sardegna,femmine,non disponibile,2020,72
sardegna,femmine,non disponibile,2021,54
sardegna,femmine,non disponibile,2022,16
sardegna,femmine,non disponibile,2024,6
sardegna,non indicato,non disponibile,2023,2
sardegna,non indicato,non disponibile,2024,5
non indicato,maschi,denuncia,2015,1
non indicato,maschi,denuncia,2016,2
non indicato,maschi,denuncia,2017,4
non indicato,maschi,denuncia,2018,1
non indicato,maschi,denuncia,2019,2
non indicato,maschi,denuncia,2020,1
non indicato,maschi,denuncia,2021,7
non indicato,maschi,denuncia,2022,2
non indicato,maschi,denuncia,2023,5
non indicato,maschi,denuncia,2024,4
non indicato,maschi,ritira la denuncia,2016,1
non indicato,maschi,ritira la denuncia,2017,1
non indicato,maschi,ritira la denuncia,2018,1
non indicato,maschi,ritira la denuncia,2020,1
non indicato,maschi,ritira la denuncia,2021,2
non indicato,maschi,non denuncia,2015,8
non indicato,maschi,non denuncia,2016,14
non indicato,maschi,non denuncia,2017,15
non indicato,maschi,non denuncia,2018,11
non indicato,maschi,non denuncia,2019,5
non indicato,maschi,non denuncia,2020,30
non indicato,maschi,non denuncia,2021,50
non indicato,maschi,non denuncia,2022,30
non indicato,maschi,non denuncia,2023,85
non indicato,maschi,non denuncia,2024,80
non indicato,maschi,non risponde,2017,1
non indicato,maschi,non risponde,2019,1
non indicato,maschi,non risponde,2020,3
non indicato,maschi,non risponde,2021,3
non indicato,maschi,non risponde,2023,21
non indicato,maschi,non risponde,2024,9
non indicato,maschi,non disponibile,2015,19
non indicato,maschi,non disponibile,2016,5
non indicato,maschi,non disponibile,2017,22
