territorio,motivo_chiamata,sesso,nazionalità_utente,periodo,numero_vittime
italia,informazioni giuridiche,femmine,estero,2024,1442
italia,informazioni giuridiche,femmine,estero,2015,32
italia,informazioni giuridiche,femmine,estero,2016,38
italia,informazioni giuridiche,femmine,estero,2017,28
italia,informazioni giuridiche,femmine,estero,2018,33
italia,informazioni giuridiche,femmine,estero,2019,21
italia,informazioni giuridiche,femmine,estero,2020,25
italia,informazioni giuridiche,femmine,estero,2021,63
italia,informazioni giuridiche,femmine,estero,2022,33
italia,informazioni giuridiche,femmine,estero,2023,36
italia,informazioni giuridiche,femmine,estero,2024,55
italia,informazioni giuridiche,femmine,italia,2015,464
italia,informazioni giuridiche,femmine,italia,2016,508
italia,informazioni giuridiche,femmine,italia,2017,522
italia,informazioni giuridiche,femmine,italia,2018,758
italia,informazioni giuridiche,femmine,italia,2019,286
italia,informazioni giuridiche,femmine,italia,2020,433
italia,informazioni giuridiche,femmine,italia,2021,938
italia,informazioni giuridiche,femmine,italia,2022,640
italia,informazioni giuridiche,femmine,italia,2023,907
italia,informazioni giuridiche,femmine,italia,2024,1387
italia,informazioni giuridiche,non indicato,estero,2023,44
italia,informazioni giuridiche,non indicato,estero,2024,53
italia,informazioni giuridiche,non indicato,estero,2023,1
italia,informazioni giuridiche,non indicato,italia,2023,34
italia,informazioni giuridiche,non indicato,italia,2024,36
italia,informazioni giuridiche,non indicato,non indicato,2023,9
italia,informazioni giuridiche,non indicato,non indicato,2024,17
italia,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,estero,2015,9
italia,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,estero,2016,16
italia,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,estero,2017,15
italia,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,estero,2018,15
italia,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,estero,2019,13
italia,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,estero,2020,19
italia,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,estero,2021,40
italia,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,estero,2022,82
italia,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,estero,2023,54
italia,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,estero,2024,78
italia,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,estero,2018,1
italia,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,estero,2020,1
italia,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,italia,2015,9
italia,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,italia,2016,16
italia,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,italia,2017,15
italia,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,italia,2018,14
italia,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,italia,2019,13
italia,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,italia,2020,18
italia,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,italia,2021,40
italia,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,italia,2022,82
italia,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,italia,2023,54
italia,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,italia,2024,78
italia,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,estero,2015,17
italia,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,estero,2016,15
italia,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,estero,2017,18
italia,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,estero,2018,19
italia,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,estero,2019,26
italia,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,estero,2020,46
italia,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,estero,2021,68
italia,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,estero,2022,75
italia,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,estero,2023,57
italia,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,estero,2024,93
italia,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,estero,2015,1
italia,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,estero,2016,1
italia,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,estero,2017,1
italia,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,estero,2020,3
italia,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,estero,2023,1
italia,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,italia,2015,16
italia,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,italia,2016,14
italia,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,italia,2017,17
italia,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,italia,2018,19
italia,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,italia,2019,26
italia,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,italia,2020,43
italia,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,italia,2021,68
italia,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,italia,2022,75
italia,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,italia,2023,56
italia,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,italia,2024,93
italia,informazioni per professionisti sulle procedure da adottare in caso di violenza,non indicato,estero,2023,2
italia,informazioni per professionisti sulle procedure da adottare in caso di violenza,non indicato,italia,2023,1
italia,informazioni per professionisti sulle procedure da adottare in caso di violenza,non indicato,non indicato,2023,1
italia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,estero,2015,6
italia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,estero,2016,14
italia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,estero,2017,10
italia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,estero,2018,16
italia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,estero,2019,22
italia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,estero,2020,5
italia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,estero,2021,1
italia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,estero,2022,5
italia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,estero,2023,3
italia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,estero,2024,2
italia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,italia,2015,6
italia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,italia,2016,14
italia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,italia,2017,10
italia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,italia,2018,16
italia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,italia,2019,22
italia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,italia,2020,5
italia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,italia,2021,1
italia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,italia,2022,5
italia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,italia,2023,3
italia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,italia,2024,2
italia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,estero,2015,14
italia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,estero,2016,16
italia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,estero,2017,19
italia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,estero,2018,16
italia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,estero,2019,20
italia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,estero,2020,18
italia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,estero,2021,8
italia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,estero,2022,2
italia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,estero,2023,2
italia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,estero,2024,2
italia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,estero,2016,1
italia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,estero,2017,1
italia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,estero,2020,1
italia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,estero,2023,1
italia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,italia,2015,14
italia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,italia,2016,15
italia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,italia,2017,18
italia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,italia,2018,16
italia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,italia,2019,20
italia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,italia,2020,17
italia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,italia,2021,8
italia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,italia,2022,2
italia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,italia,2023,1
italia,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,italia,2024,2
italia,segnalazione disfunzione servizi pubblici/privati,maschi,estero,2015,4
italia,segnalazione disfunzione servizi pubblici/privati,maschi,estero,2016,3
italia,segnalazione disfunzione servizi pubblici/privati,maschi,estero,2017,8
italia,segnalazione disfunzione servizi pubblici/privati,maschi,estero,2018,1
italia,segnalazione disfunzione servizi pubblici/privati,maschi,estero,2020,5
italia,segnalazione disfunzione servizi pubblici/privati,maschi,estero,2021,2
italia,segnalazione disfunzione servizi pubblici/privati,maschi,estero,2023,3
italia,segnalazione disfunzione servizi pubblici/privati,maschi,estero,2024,2
italia,segnalazione disfunzione servizi pubblici/privati,maschi,estero,2023,1
italia,segnalazione disfunzione servizi pubblici/privati,maschi,italia,2015,4
italia,segnalazione disfunzione servizi pubblici/privati,maschi,italia,2016,3
italia,segnalazione disfunzione servizi pubblici/privati,maschi,italia,2017,8
italia,segnalazione disfunzione servizi pubblici/privati,maschi,italia,2018,1
italia,segnalazione disfunzione servizi pubblici/privati,maschi,italia,2020,5
italia,segnalazione disfunzione servizi pubblici/privati,maschi,italia,2021,2
italia,segnalazione disfunzione servizi pubblici/privati,maschi,italia,2023,2
italia,segnalazione disfunzione servizi pubblici/privati,maschi,italia,2024,2
italia,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2015,30
italia,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2016,28
italia,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2017,25
italia,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2018,24
italia,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2019,26
italia,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2020,44
italia,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2021,42
italia,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2022,13
italia,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2023,10
italia,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2024,17
italia,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2016,1
italia,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2017,2
italia,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2019,1
italia,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2020,2
italia,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2021,5
italia,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2022,1
italia,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2023,1
italia,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2024,1
italia,segnalazione disfunzione servizi pubblici/privati,femmine,italia,2015,30
