territorio,sesso,tipo_violenza,periodo,numero_vittime
lazio,maschi,violenza sessuale,2021,10
lazio,maschi,violenza sessuale,2022,9
lazio,maschi,violenza sessuale,2024,1
lazio,maschi,minacce,2015,1
lazio,maschi,minacce,2016,4
lazio,maschi,minacce,2017,2
lazio,maschi,minacce,2018,3
lazio,maschi,minacce,2019,3
lazio,maschi,minacce,2020,2
lazio,maschi,minacce,2021,5
lazio,maschi,minacce,2022,1
lazio,maschi,minacce,2024,2
lazio,maschi,mobbing,2018,1
lazio,maschi,diffusione illecita di immagini o di video sessualmente espliciti,2024,1
lazio,maschi,violenza psicologica,2015,22
lazio,maschi,violenza psicologica,2016,19
lazio,maschi,violenza psicologica,2017,15
lazio,maschi,violenza psicologica,2018,18
lazio,maschi,violenza psicologica,2019,14
lazio,maschi,violenza psicologica,2020,22
lazio,maschi,violenza psicologica,2021,16
lazio,maschi,violenza psicologica,2022,13
lazio,maschi,violenza psicologica,2023,12
lazio,maschi,violenza psicologica,2024,16
lazio,maschi,violenza economica,2020,1
lazio,maschi,violenza economica,2022,1
lazio,maschi,violenza economica,2023,1
lazio,maschi,atti persecutori/stalking,2023,9
lazio,maschi,atti persecutori/stalking,2024,11
lazio,maschi,altro,2023,2
lazio,maschi,non risponde,2015,2
lazio,maschi,non risponde,2016,1
lazio,maschi,non risponde,2017,3
lazio,maschi,non risponde,2019,2
lazio,maschi,non risponde,2020,3
lazio,maschi,non risponde,2021,3
lazio,maschi,non disponibile,2015,2
lazio,maschi,non disponibile,2016,4
lazio,maschi,non disponibile,2017,2
lazio,maschi,non disponibile,2018,4
lazio,maschi,non disponibile,2019,1
lazio,maschi,non disponibile,2020,5
lazio,maschi,non disponibile,2021,7
lazio,maschi,non disponibile,2022,1
lazio,femmine,violenza fisica,2015,472
lazio,femmine,violenza fisica,2016,487
lazio,femmine,violenza fisica,2017,374
lazio,femmine,violenza fisica,2018,537
lazio,femmine,violenza fisica,2019,492
lazio,femmine,violenza fisica,2020,900
lazio,femmine,violenza fisica,2021,965
lazio,femmine,violenza fisica,2022,732
lazio,femmine,violenza fisica,2023,898
lazio,femmine,violenza fisica,2024,937
lazio,femmine,violenza sessuale,2015,32
lazio,femmine,violenza sessuale,2016,50
lazio,femmine,violenza sessuale,2017,42
lazio,femmine,violenza sessuale,2018,62
lazio,femmine,violenza sessuale,2019,63
lazio,femmine,violenza sessuale,2020,120
lazio,femmine,violenza sessuale,2021,194
lazio,femmine,violenza sessuale,2022,97
lazio,femmine,violenza sessuale,2023,92
lazio,femmine,violenza sessuale,2024,68
lazio,femmine,minacce,2015,48
lazio,femmine,minacce,2016,42
lazio,femmine,minacce,2017,50
lazio,femmine,minacce,2018,45
lazio,femmine,minacce,2019,49
lazio,femmine,minacce,2020,46
lazio,femmine,minacce,2021,117
lazio,femmine,minacce,2022,93
lazio,femmine,minacce,2023,20
lazio,femmine,minacce,2024,18
lazio,femmine,mobbing,2016,1
lazio,femmine,mobbing,2017,1
lazio,femmine,mobbing,2018,5
lazio,femmine,mobbing,2019,2
lazio,femmine,mobbing,2020,6
lazio,femmine,mobbing,2021,13
lazio,femmine,mobbing,2022,7
lazio,femmine,mobbing,2023,3
lazio,femmine,mobbing,2024,3
lazio,femmine,diffusione illecita di immagini o di video sessualmente espliciti,2023,4
lazio,femmine,diffusione illecita di immagini o di video sessualmente espliciti,2024,4
lazio,femmine,sfruttamento della prostituzione,2023,4
lazio,femmine,sfruttamento della prostituzione,2024,3
lazio,femmine,violenza psicologica,2015,382
lazio,femmine,violenza psicologica,2016,404
lazio,femmine,violenza psicologica,2017,330
lazio,femmine,violenza psicologica,2018,473
lazio,femmine,violenza psicologica,2019,483
lazio,femmine,violenza psicologica,2020,621
lazio,femmine,violenza psicologica,2021,670
lazio,femmine,violenza psicologica,2022,535
lazio,femmine,violenza psicologica,2023,662
lazio,femmine,violenza psicologica,2024,745
lazio,femmine,violenza economica,2015,18
lazio,femmine,violenza economica,2016,24
lazio,femmine,violenza economica,2017,17
lazio,femmine,violenza economica,2018,15
lazio,femmine,violenza economica,2019,16
lazio,femmine,violenza economica,2020,23
lazio,femmine,violenza economica,2021,23
lazio,femmine,violenza economica,2022,23
lazio,femmine,violenza economica,2023,7
lazio,femmine,violenza economica,2024,18
lazio,femmine,atti persecutori/stalking,2023,147
lazio,femmine,atti persecutori/stalking,2024,179
lazio,femmine,violenza digitale,2023,6
lazio,femmine,violenza digitale,2024,2
lazio,femmine,matrimonio forzato,2024,2
lazio,femmine,altro,2023,1
lazio,femmine,altro,2024,2
lazio,femmine,non risponde,2015,17
lazio,femmine,non risponde,2016,14
lazio,femmine,non risponde,2017,12
lazio,femmine,non risponde,2018,6
lazio,femmine,non risponde,2019,8
lazio,femmine,non risponde,2020,22
lazio,femmine,non risponde,2021,18
lazio,femmine,non risponde,2022,14
lazio,femmine,non risponde,2023,4
lazio,femmine,non risponde,2024,1
lazio,femmine,non disponibile,2015,40
lazio,femmine,non disponibile,2016,36
lazio,femmine,non disponibile,2017,46
lazio,femmine,non disponibile,2018,52
lazio,femmine,non disponibile,2019,32
lazio,femmine,non disponibile,2020,59
lazio,femmine,non disponibile,2021,44
lazio,femmine,non disponibile,2022,51
lazio,femmine,non disponibile,2023,27
lazio,femmine,non disponibile,2024,23
lazio,non indicato,violenza fisica,2023,16
lazio,non indicato,violenza fisica,2024,5
lazio,non indicato,violenza psicologica,2023,2
lazio,non indicato,violenza psicologica,2024,2
lazio,non indicato,atti persecutori/stalking,2023,1
lazio,non indicato,non risponde,2024,1
lazio,non indicato,non disponibile,2021,1
lazio,non indicato,non disponibile,2023,34
lazio,non indicato,non disponibile,2024,27
sud,maschi,violenza fisica,2015,18
sud,maschi,violenza fisica,2016,14
sud,maschi,violenza fisica,2017,9
sud,maschi,violenza fisica,2018,19
sud,maschi,violenza fisica,2019,10
sud,maschi,violenza fisica,2020,34
sud,maschi,violenza fisica,2021,24
sud,maschi,violenza fisica,2022,13
sud,maschi,violenza fisica,2023,15
sud,maschi,violenza fisica,2024,42
sud,maschi,violenza sessuale,2015,6
sud,maschi,violenza sessuale,2016,8
sud,maschi,violenza sessuale,2017,12
sud,maschi,violenza sessuale,2018,4
sud,maschi,violenza sessuale,2019,5
sud,maschi,violenza sessuale,2020,11
sud,maschi,violenza sessuale,2021,15
sud,maschi,violenza sessuale,2022,8
sud,maschi,violenza sessuale,2024,1
sud,maschi,minacce,2015,9
sud,maschi,minacce,2016,8
sud,maschi,minacce,2017,5
sud,maschi,minacce,2018,4
sud,maschi,minacce,2019,2
sud,maschi,minacce,2020,4
sud,maschi,minacce,2021,5
sud,maschi,minacce,2022,4
sud,maschi,minacce,2023,1
sud,maschi,minacce,2024,3
sud,maschi,mobbing,2017,2
sud,maschi,mobbing,2018,1
sud,maschi,mobbing,2019,1
sud,maschi,mobbing,2021,1
sud,maschi,violenza psicologica,2015,32
sud,maschi,violenza psicologica,2016,28
sud,maschi,violenza psicologica,2017,19
sud,maschi,violenza psicologica,2018,29
sud,maschi,violenza psicologica,2019,20
sud,maschi,violenza psicologica,2020,29
sud,maschi,violenza psicologica,2021,30
sud,maschi,violenza psicologica,2022,8
sud,maschi,violenza psicologica,2023,23
sud,maschi,violenza psicologica,2024,27
sud,maschi,violenza economica,2017,1
sud,maschi,violenza economica,2019,1
sud,maschi,violenza economica,2021,6
sud,maschi,violenza economica,2023,1
sud,maschi,atti persecutori/stalking,2023,14
sud,maschi,atti persecutori/stalking,2024,7
sud,maschi,non risponde,2015,3
sud,maschi,non risponde,2016,3
sud,maschi,non risponde,2018,1
sud,maschi,non risponde,2019,1
sud,maschi,non risponde,2020,3
sud,maschi,non risponde,2022,1
sud,maschi,non disponibile,2015,5
sud,maschi,non disponibile,2016,5
sud,maschi,non disponibile,2017,4
sud,maschi,non disponibile,2018,4
sud,maschi,non disponibile,2019,3
sud,maschi,non disponibile,2020,1
sud,maschi,non disponibile,2021,3
sud,maschi,non disponibile,2022,4
sud,femmine,violenza fisica,2015,927
sud,femmine,violenza fisica,2016,860
sud,femmine,violenza fisica,2017,797
sud,femmine,violenza fisica,2018,1006
sud,femmine,violenza fisica,2019,846
sud,femmine,violenza fisica,2020,1502
sud,femmine,violenza fisica,2021,1464
sud,femmine,violenza fisica,2022,1039
sud,femmine,violenza fisica,2023,1223
sud,femmine,violenza fisica,2024,1361
sud,femmine,violenza sessuale,2015,58
sud,femmine,violenza sessuale,2016,70
sud,femmine,violenza sessuale,2017,78
sud,femmine,violenza sessuale,2018,66
sud,femmine,violenza sessuale,2019,82
sud,femmine,violenza sessuale,2020,169
sud,femmine,violenza sessuale,2021,218
sud,femmine,violenza sessuale,2022,118
sud,femmine,violenza sessuale,2023,87
sud,femmine,violenza sessuale,2024,84
sud,femmine,minacce,2015,67
sud,femmine,minacce,2016,78
sud,femmine,minacce,2017,58
sud,femmine,minacce,2018,76
sud,femmine,minacce,2019,63
sud,femmine,minacce,2020,85
sud,femmine,minacce,2021,141
sud,femmine,minacce,2022,126
sud,femmine,minacce,2023,14
sud,femmine,minacce,2024,14
sud,femmine,mobbing,2015,5
sud,femmine,mobbing,2016,1
sud,femmine,mobbing,2017,3
sud,femmine,mobbing,2018,5
sud,femmine,mobbing,2019,2
sud,femmine,mobbing,2020,7
sud,femmine,mobbing,2021,13
sud,femmine,mobbing,2022,7
sud,femmine,mobbing,2023,1
sud,femmine,mobbing,2024,1
sud,femmine,tratta,2024,1
sud,femmine,diffusione illecita di immagini o di video sessualmente espliciti,2023,7
sud,femmine,diffusione illecita di immagini o di video sessualmente espliciti,2024,8
sud,femmine,sfruttamento della prostituzione,2023,5
sud,femmine,sfruttamento della prostituzione,2024,3
sud,femmine,violenza psicologica,2015,615
sud,femmine,violenza psicologica,2016,578
sud,femmine,violenza psicologica,2017,493
sud,femmine,violenza psicologica,2018,757
sud,femmine,violenza psicologica,2019,700
sud,femmine,violenza psicologica,2020,959
sud,femmine,violenza psicologica,2021,1045
sud,femmine,violenza psicologica,2022,782
sud,femmine,violenza psicologica,2023,810
sud,femmine,violenza psicologica,2024,1066
sud,femmine,violenza economica,2015,24
sud,femmine,violenza economica,2016,25
sud,femmine,violenza economica,2017,21
sud,femmine,violenza economica,2018,29
sud,femmine,violenza economica,2019,25
sud,femmine,violenza economica,2020,36
sud,femmine,violenza economica,2021,27
sud,femmine,violenza economica,2022,19
sud,femmine,violenza economica,2023,20
sud,femmine,violenza economica,2024,33
sud,femmine,atti persecutori/stalking,2023,160
sud,femmine,atti persecutori/stalking,2024,218
sud,femmine,violenza digitale,2023,9
sud,femmine,violenza digitale,2024,6
sud,femmine,altro,2024,3
sud,femmine,non risponde,2015,30
sud,femmine,non risponde,2016,21
sud,femmine,non risponde,2017,16
sud,femmine,non risponde,2018,14
sud,femmine,non risponde,2019,8
sud,femmine,non risponde,2020,28
sud,femmine,non risponde,2021,22
sud,femmine,non risponde,2022,30
sud,femmine,non risponde,2023,12
sud,femmine,non risponde,2024,2
sud,femmine,non disponibile,2015,84
sud,femmine,non disponibile,2016,77
sud,femmine,non disponibile,2017,75
sud,femmine,non disponibile,2018,84
sud,femmine,non disponibile,2019,80
sud,femmine,non disponibile,2020,96
sud,femmine,non disponibile,2021,75
sud,femmine,non disponibile,2022,75
sud,femmine,non disponibile,2023,29
sud,femmine,non disponibile,2024,37
sud,non indicato,violenza fisica,2023,8
sud,non indicato,violenza fisica,2024,6
sud,non indicato,minacce,2023,1
sud,non indicato,violenza psicologica,2024,1
sud,non indicato,atti persecutori/stalking,2024,1
sud,non indicato,non risponde,2024,1
sud,non indicato,non disponibile,2023,41
sud,non indicato,non disponibile,2024,43
abruzzo,maschi,violenza fisica,2015,5
abruzzo,maschi,violenza fisica,2016,4
abruzzo,maschi,violenza fisica,2017,1
abruzzo,maschi,violenza fisica,2018,2
abruzzo,maschi,violenza fisica,2020,5
abruzzo,maschi,violenza fisica,2021,4
abruzzo,maschi,violenza fisica,2022,2
abruzzo,maschi,violenza fisica,2023,2
abruzzo,maschi,violenza fisica,2024,2
abruzzo,maschi,violenza sessuale,2015,2
abruzzo,maschi,violenza sessuale,2016,1
abruzzo,maschi,violenza sessuale,2020,1
abruzzo,maschi,violenza sessuale,2021,1
abruzzo,maschi,minacce,2015,1
abruzzo,maschi,minacce,2016,2
abruzzo,maschi,minacce,2017,3
abruzzo,maschi,minacce,2021,1
abruzzo,maschi,minacce,2022,2
abruzzo,maschi,minacce,2024,1
abruzzo,maschi,violenza psicologica,2015,1
abruzzo,maschi,violenza psicologica,2016,2
abruzzo,maschi,violenza psicologica,2017,2
abruzzo,maschi,violenza psicologica,2018,4
abruzzo,maschi,violenza psicologica,2020,4
abruzzo,maschi,violenza psicologica,2021,2
abruzzo,maschi,violenza psicologica,2024,8
abruzzo,maschi,violenza economica,2017,1
abruzzo,maschi,violenza economica,2023,1
abruzzo,maschi,atti persecutori/stalking,2023,2
abruzzo,maschi,non risponde,2016,1
abruzzo,maschi,non disponibile,2015,3
abruzzo,maschi,non disponibile,2016,1
abruzzo,maschi,non disponibile,2018,1
abruzzo,maschi,non disponibile,2021,1
abruzzo,femmine,violenza fisica,2015,81
abruzzo,femmine,violenza fisica,2016,74
abruzzo,femmine,violenza fisica,2017,81
abruzzo,femmine,violenza fisica,2018,102
abruzzo,femmine,violenza fisica,2019,80
abruzzo,femmine,violenza fisica,2020,149
abruzzo,femmine,violenza fisica,2021,151
abruzzo,femmine,violenza fisica,2022,107
abruzzo,femmine,violenza fisica,2023,146
abruzzo,femmine,violenza fisica,2024,129
abruzzo,femmine,violenza sessuale,2015,3
abruzzo,femmine,violenza sessuale,2016,8
abruzzo,femmine,violenza sessuale,2017,11
abruzzo,femmine,violenza sessuale,2018,5
abruzzo,femmine,violenza sessuale,2019,10
abruzzo,femmine,violenza sessuale,2020,17
abruzzo,femmine,violenza sessuale,2021,24
abruzzo,femmine,violenza sessuale,2022,13
abruzzo,femmine,violenza sessuale,2023,8
abruzzo,femmine,violenza sessuale,2024,10
abruzzo,femmine,minacce,2015,5
abruzzo,femmine,minacce,2016,10
abruzzo,femmine,minacce,2017,7
abruzzo,femmine,minacce,2018,7
abruzzo,femmine,minacce,2019,2
abruzzo,femmine,minacce,2020,11
abruzzo,femmine,minacce,2021,14
abruzzo,femmine,minacce,2022,8
abruzzo,femmine,minacce,2023,1
abruzzo,femmine,minacce,2024,2
abruzzo,femmine,mobbing,2017,1
abruzzo,femmine,mobbing,2020,1
abruzzo,femmine,mobbing,2021,1
abruzzo,femmine,diffusione illecita di immagini o di video sessualmente espliciti,2023,1
abruzzo,femmine,diffusione illecita di immagini o di video sessualmente espliciti,2024,1
abruzzo,femmine,violenza psicologica,2015,61
abruzzo,femmine,violenza psicologica,2016,76
abruzzo,femmine,violenza psicologica,2017,63
abruzzo,femmine,violenza psicologica,2018,91
abruzzo,femmine,violenza psicologica,2019,81
abruzzo,femmine,violenza psicologica,2020,95
abruzzo,femmine,violenza psicologica,2021,90
abruzzo,femmine,violenza psicologica,2022,90
abruzzo,femmine,violenza psicologica,2023,97
abruzzo,femmine,violenza psicologica,2024,92
abruzzo,femmine,violenza economica,2015,3
abruzzo,femmine,violenza economica,2016,1
abruzzo,femmine,violenza economica,2017,4
abruzzo,femmine,violenza economica,2018,2
abruzzo,femmine,violenza economica,2019,2
abruzzo,femmine,violenza economica,2020,7
abruzzo,femmine,violenza economica,2021,1
abruzzo,femmine,violenza economica,2022,4
abruzzo,femmine,violenza economica,2023,1
abruzzo,femmine,violenza economica,2024,3
abruzzo,femmine,atti persecutori/stalking,2023,12
abruzzo,femmine,atti persecutori/stalking,2024,19
abruzzo,femmine,non risponde,2015,6
abruzzo,femmine,non risponde,2016,3
abruzzo,femmine,non risponde,2017,1
abruzzo,femmine,non risponde,2019,1
abruzzo,femmine,non risponde,2020,3
abruzzo,femmine,non risponde,2022,7
abruzzo,femmine,non risponde,2023,2
abruzzo,femmine,non disponibile,2015,12
abruzzo,femmine,non disponibile,2016,3
abruzzo,femmine,non disponibile,2017,6
abruzzo,femmine,non disponibile,2018,10
abruzzo,femmine,non disponibile,2019,12
abruzzo,femmine,non disponibile,2020,6
abruzzo,femmine,non disponibile,2021,9
abruzzo,femmine,non disponibile,2022,6
abruzzo,femmine,non disponibile,2023,4
abruzzo,femmine,non disponibile,2024,2
abruzzo,non indicato,violenza fisica,2023,1
abruzzo,non indicato,violenza fisica,2024,1
abruzzo,non indicato,non disponibile,2023,4
abruzzo,non indicato,non disponibile,2024,5
molise,maschi,violenza fisica,2015,1
molise,maschi,violenza fisica,2016,1
molise,maschi,violenza fisica,2018,1
molise,maschi,violenza fisica,2020,3
molise,maschi,violenza fisica,2024,2
molise,maschi,minacce,2017,1
molise,maschi,mobbing,2019,1
molise,maschi,violenza psicologica,2017,1
molise,maschi,violenza psicologica,2019,1
molise,maschi,violenza psicologica,2020,1
molise,maschi,violenza psicologica,2021,1
molise,femmine,violenza fisica,2015,19
molise,femmine,violenza fisica,2016,13
molise,femmine,violenza fisica,2017,10
molise,femmine,violenza fisica,2018,11
molise,femmine,violenza fisica,2019,18
molise,femmine,violenza fisica,2020,27
molise,femmine,violenza fisica,2021,14
molise,femmine,violenza fisica,2022,16
molise,femmine,violenza fisica,2023,30
molise,femmine,violenza fisica,2024,25
molise,femmine,violenza sessuale,2016,1
molise,femmine,violenza sessuale,2017,1
molise,femmine,violenza sessuale,2021,2
molise,femmine,violenza sessuale,2022,4
molise,femmine,violenza sessuale,2023,3
molise,femmine,violenza sessuale,2024,3
molise,femmine,minacce,2015,1
molise,femmine,minacce,2016,2
molise,femmine,minacce,2017,1
molise,femmine,minacce,2018,2
molise,femmine,minacce,2020,1
molise,femmine,minacce,2021,4
molise,femmine,minacce,2022,1
molise,femmine,violenza psicologica,2015,12
molise,femmine,violenza psicologica,2016,12
molise,femmine,violenza psicologica,2017,5
molise,femmine,violenza psicologica,2018,9
molise,femmine,violenza psicologica,2019,11
molise,femmine,violenza psicologica,2020,16
molise,femmine,violenza psicologica,2021,18
molise,femmine,violenza psicologica,2022,12
molise,femmine,violenza psicologica,2023,10
molise,femmine,violenza psicologica,2024,22
molise,femmine,violenza economica,2016,1
molise,femmine,violenza economica,2020,1
molise,femmine,violenza economica,2022,1
molise,femmine,violenza economica,2023,1
molise,femmine,atti persecutori/stalking,2023,3
molise,femmine,atti persecutori/stalking,2024,6
molise,femmine,non risponde,2015,1
molise,femmine,non risponde,2016,1
molise,femmine,non risponde,2022,1
molise,femmine,non disponibile,2015,4
molise,femmine,non disponibile,2016,1
molise,femmine,non disponibile,2017,1
molise,femmine,non disponibile,2018,1
molise,femmine,non disponibile,2019,2
molise,femmine,non disponibile,2021,2
molise,non indicato,atti persecutori/stalking,2024,1
molise,non indicato,non disponibile,2023,1
molise,non indicato,non disponibile,2024,2
campania,maschi,violenza fisica,2015,4
campania,maschi,violenza fisica,2016,4
campania,maschi,violenza fisica,2017,4
campania,maschi,violenza fisica,2018,10
campania,maschi,violenza fisica,2019,2
campania,maschi,violenza fisica,2020,11
campania,maschi,violenza fisica,2021,6
campania,maschi,violenza fisica,2022,8
campania,maschi,violenza fisica,2023,7
campania,maschi,violenza fisica,2024,21
campania,maschi,violenza sessuale,2015,3
campania,maschi,violenza sessuale,2016,6
campania,maschi,violenza sessuale,2017,5
campania,maschi,violenza sessuale,2018,2
campania,maschi,violenza sessuale,2019,5
campania,maschi,violenza sessuale,2020,3
campania,maschi,violenza sessuale,2021,7
campania,maschi,violenza sessuale,2022,6
campania,maschi,violenza sessuale,2024,1
campania,maschi,minacce,2015,5
campania,maschi,minacce,2016,3
campania,maschi,minacce,2018,2
campania,maschi,minacce,2019,2
campania,maschi,minacce,2020,1
campania,maschi,minacce,2021,2
campania,maschi,minacce,2024,2
campania,maschi,mobbing,2017,1
campania,maschi,violenza psicologica,2015,16
campania,maschi,violenza psicologica,2016,14
campania,maschi,violenza psicologica,2017,11
campania,maschi,violenza psicologica,2018,13
campania,maschi,violenza psicologica,2019,10
campania,maschi,violenza psicologica,2020,10
campania,maschi,violenza psicologica,2021,14
campania,maschi,violenza psicologica,2022,5
campania,maschi,violenza psicologica,2023,8
campania,maschi,violenza psicologica,2024,9
campania,maschi,violenza economica,2021,4
campania,maschi,atti persecutori/stalking,2023,7
campania,maschi,atti persecutori/stalking,2024,6
campania,maschi,non risponde,2015,2
campania,maschi,non risponde,2016,2
campania,maschi,non risponde,2018,1
campania,maschi,non risponde,2020,3
campania,maschi,non disponibile,2016,3
campania,maschi,non disponibile,2017,2
campania,maschi,non disponibile,2018,2
campania,maschi,non disponibile,2021,2
campania,maschi,non disponibile,2022,4
campania,femmine,violenza fisica,2015,462
campania,femmine,violenza fisica,2016,437
campania,femmine,violenza fisica,2017,395
campania,femmine,violenza fisica,2018,519
campania,femmine,violenza fisica,2019,386
campania,femmine,violenza fisica,2020,693
campania,femmine,violenza fisica,2021,685
campania,femmine,violenza fisica,2022,494
campania,femmine,violenza fisica,2023,552
campania,femmine,violenza fisica,2024,631
campania,femmine,violenza sessuale,2015,27
campania,femmine,violenza sessuale,2016,28
campania,femmine,violenza sessuale,2017,31
campania,femmine,violenza sessuale,2018,23
campania,femmine,violenza sessuale,2019,39
campania,femmine,violenza sessuale,2020,68
campania,femmine,violenza sessuale,2021,91
campania,femmine,violenza sessuale,2022,43
campania,femmine,violenza sessuale,2023,32
campania,femmine,violenza sessuale,2024,37
campania,femmine,minacce,2015,31
campania,femmine,minacce,2016,39
campania,femmine,minacce,2017,27
campania,femmine,minacce,2018,36
campania,femmine,minacce,2019,39
campania,femmine,minacce,2020,36
campania,femmine,minacce,2021,66
campania,femmine,minacce,2022,48
campania,femmine,minacce,2023,6
campania,femmine,minacce,2024,6
campania,femmine,mobbing,2015,3
campania,femmine,mobbing,2016,1
campania,femmine,mobbing,2018,3
campania,femmine,mobbing,2019,1
campania,femmine,mobbing,2020,5
campania,femmine,mobbing,2021,8
campania,femmine,mobbing,2022,4
campania,femmine,mobbing,2023,1
campania,femmine,tratta,2024,1
campania,femmine,diffusione illecita di immagini o di video sessualmente espliciti,2023,3
campania,femmine,diffusione illecita di immagini o di video sessualmente espliciti,2024,4
campania,femmine,sfruttamento della prostituzione,2023,2
campania,femmine,sfruttamento della prostituzione,2024,1
campania,femmine,violenza psicologica,2015,287
campania,femmine,violenza psicologica,2016,258
campania,femmine,violenza psicologica,2017,209
campania,femmine,violenza psicologica,2018,319
campania,femmine,violenza psicologica,2019,325
campania,femmine,violenza psicologica,2020,409
campania,femmine,violenza psicologica,2021,465
campania,femmine,violenza psicologica,2022,325
campania,femmine,violenza psicologica,2023,326
campania,femmine,violenza psicologica,2024,487
campania,femmine,violenza economica,2015,15
campania,femmine,violenza economica,2016,13
campania,femmine,violenza economica,2017,11
campania,femmine,violenza economica,2018,15
campania,femmine,violenza economica,2019,13
campania,femmine,violenza economica,2020,16
campania,femmine,violenza economica,2021,15
campania,femmine,violenza economica,2022,6
campania,femmine,violenza economica,2023,9
campania,femmine,violenza economica,2024,20
campania,femmine,atti persecutori/stalking,2023,73
campania,femmine,atti persecutori/stalking,2024,78
campania,femmine,violenza digitale,2023,3
campania,femmine,violenza digitale,2024,3
campania,femmine,non risponde,2015,8
campania,femmine,non risponde,2016,5
campania,femmine,non risponde,2017,6
campania,femmine,non risponde,2018,5
campania,femmine,non risponde,2019,4
campania,femmine,non risponde,2020,14
campania,femmine,non risponde,2021,10
campania,femmine,non risponde,2022,5
campania,femmine,non risponde,2023,8
campania,femmine,non disponibile,2015,41
campania,femmine,non disponibile,2016,49
campania,femmine,non disponibile,2017,43
campania,femmine,non disponibile,2018,40
campania,femmine,non disponibile,2019,38
campania,femmine,non disponibile,2020,54
campania,femmine,non disponibile,2021,32
campania,femmine,non disponibile,2022,43
campania,femmine,non disponibile,2023,18
campania,femmine,non disponibile,2024,19
campania,non indicato,violenza fisica,2023,5
campania,non indicato,violenza fisica,2024,4
campania,non indicato,non disponibile,2023,23
campania,non indicato,non disponibile,2024,15
puglia,maschi,violenza fisica,2015,7
puglia,maschi,violenza fisica,2016,2
puglia,maschi,violenza fisica,2017,1
puglia,maschi,violenza fisica,2018,5
puglia,maschi,violenza fisica,2019,7
puglia,maschi,violenza fisica,2020,12
puglia,maschi,violenza fisica,2021,11
puglia,maschi,violenza fisica,2022,2
puglia,maschi,violenza fisica,2023,4
puglia,maschi,violenza fisica,2024,15
puglia,maschi,violenza sessuale,2015,1
puglia,maschi,violenza sessuale,2016,1
puglia,maschi,violenza sessuale,2017,6
puglia,maschi,violenza sessuale,2018,2
puglia,maschi,violenza sessuale,2020,5
puglia,maschi,violenza sessuale,2021,5
puglia,maschi,violenza sessuale,2022,2
puglia,maschi,minacce,2015,2
puglia,maschi,minacce,2016,1
puglia,maschi,minacce,2017,1
puglia,maschi,minacce,2018,2
puglia,maschi,minacce,2020,2
puglia,maschi,minacce,2021,1
puglia,maschi,minacce,2022,1
puglia,maschi,minacce,2023,1
puglia,maschi,mobbing,2017,1
puglia,maschi,mobbing,2018,1
puglia,maschi,violenza psicologica,2015,11
puglia,maschi,violenza psicologica,2016,9
puglia,maschi,violenza psicologica,2017,4
puglia,maschi,violenza psicologica,2018,10
puglia,maschi,violenza psicologica,2019,5
puglia,maschi,violenza psicologica,2020,12
puglia,maschi,violenza psicologica,2021,6
puglia,maschi,violenza psicologica,2022,2
puglia,maschi,violenza psicologica,2023,11
puglia,maschi,violenza psicologica,2024,7
puglia,maschi,violenza economica,2019,1
puglia,maschi,atti persecutori/stalking,2023,3
puglia,maschi,atti persecutori/stalking,2024,1
puglia,maschi,non risponde,2015,1
puglia,maschi,non risponde,2019,1
puglia,maschi,non disponibile,2015,2
puglia,maschi,non disponibile,2016,1
puglia,maschi,non disponibile,2017,1
puglia,maschi,non disponibile,2018,1
puglia,maschi,non disponibile,2019,2
puglia,maschi,non disponibile,2020,1
puglia,femmine,violenza fisica,2015,248
puglia,femmine,violenza fisica,2016,219
puglia,femmine,violenza fisica,2017,204
puglia,femmine,violenza fisica,2018,259
puglia,femmine,violenza fisica,2019,223
puglia,femmine,violenza fisica,2020,406
puglia,femmine,violenza fisica,2021,417
puglia,femmine,violenza fisica,2022,273
puglia,femmine,violenza fisica,2023,317
puglia,femmine,violenza fisica,2024,418
puglia,femmine,violenza sessuale,2015,16
puglia,femmine,violenza sessuale,2016,20
puglia,femmine,violenza sessuale,2017,23
puglia,femmine,violenza sessuale,2018,23
puglia,femmine,violenza sessuale,2019,24
puglia,femmine,violenza sessuale,2020,52
puglia,femmine,violenza sessuale,2021,62
puglia,femmine,violenza sessuale,2022,37
puglia,femmine,violenza sessuale,2023,27
puglia,femmine,violenza sessuale,2024,26
puglia,femmine,minacce,2015,18
puglia,femmine,minacce,2016,20
puglia,femmine,minacce,2017,15
puglia,femmine,minacce,2018,24
puglia,femmine,minacce,2019,17
puglia,femmine,minacce,2020,26
puglia,femmine,minacce,2021,36
puglia,femmine,minacce,2022,49
puglia,femmine,minacce,2023,4
puglia,femmine,minacce,2024,3
puglia,femmine,mobbing,2015,2
puglia,femmine,mobbing,2017,2
puglia,femmine,mobbing,2018,2
puglia,femmine,mobbing,2021,4
puglia,femmine,mobbing,2022,3
puglia,femmine,diffusione illecita di immagini o di video sessualmente espliciti,2023,3
puglia,femmine,diffusione illecita di immagini o di video sessualmente espliciti,2024,2
puglia,femmine,sfruttamento della prostituzione,2023,3
puglia,femmine,sfruttamento della prostituzione,2024,2
puglia,femmine,violenza psicologica,2015,175
puglia,femmine,violenza psicologica,2016,155
puglia,femmine,violenza psicologica,2017,144
puglia,femmine,violenza psicologica,2018,250
puglia,femmine,violenza psicologica,2019,174
puglia,femmine,violenza psicologica,2020,302
puglia,femmine,violenza psicologica,2021,314
