territorio,sesso,motivo_chiamata,periodo,numero_vittime
umbria,femmine,richiesta di aiuto vittima di stalking,2022,12
umbria,femmine,richiesta di aiuto vittima di stalking,2023,14
umbria,femmine,richiesta di aiuto vittima di stalking,2024,17
umbria,femmine,richiesta di aiuto vittima di violenza,2015,74
umbria,femmine,richiesta di aiuto vittima di violenza,2016,71
umbria,femmine,richiesta di aiuto vittima di violenza,2017,70
umbria,femmine,richiesta di aiuto vittima di violenza,2018,86
umbria,femmine,richiesta di aiuto vittima di violenza,2019,83
umbria,femmine,richiesta di aiuto vittima di violenza,2020,109
umbria,femmine,richiesta di aiuto vittima di violenza,2021,121
umbria,femmine,richiesta di aiuto vittima di violenza,2022,124
umbria,femmine,richiesta di aiuto vittima di violenza,2023,154
umbria,femmine,richiesta di aiuto vittima di violenza,2024,172
umbria,femmine,segnalazione di un caso di violenza,2015,22
umbria,femmine,segnalazione di un caso di violenza,2016,10
umbria,femmine,segnalazione di un caso di violenza,2017,15
umbria,femmine,segnalazione di un caso di violenza,2018,21
umbria,femmine,segnalazione di un caso di violenza,2019,9
umbria,femmine,segnalazione di un caso di violenza,2020,20
umbria,femmine,segnalazione di un caso di violenza,2021,24
umbria,femmine,segnalazione di un caso di violenza,2022,13
umbria,femmine,segnalazione di un caso di violenza,2023,28
umbria,femmine,segnalazione di un caso di violenza,2024,23
umbria,femmine,emergenza,2015,2
umbria,femmine,emergenza,2016,1
umbria,femmine,emergenza,2017,4
umbria,femmine,emergenza,2018,2
umbria,femmine,emergenza,2020,1
umbria,non indicato,richiesta di aiuto vittima di violenza,2023,1
umbria,non indicato,richiesta di aiuto vittima di violenza,2024,5
marche,maschi,richiesta di aiuto vittima di stalking,2015,3
marche,maschi,richiesta di aiuto vittima di stalking,2016,4
marche,maschi,richiesta di aiuto vittima di stalking,2017,1
marche,maschi,richiesta di aiuto vittima di stalking,2018,1
marche,maschi,richiesta di aiuto vittima di stalking,2019,1
marche,maschi,richiesta di aiuto vittima di stalking,2020,5
marche,maschi,richiesta di aiuto vittima di stalking,2021,2
marche,maschi,richiesta di aiuto vittima di stalking,2022,4
marche,maschi,richiesta di aiuto vittima di stalking,2023,1
marche,maschi,richiesta di aiuto vittima di stalking,2024,1
marche,maschi,richiesta di aiuto vittima di violenza,2015,1
marche,maschi,richiesta di aiuto vittima di violenza,2016,3
marche,maschi,richiesta di aiuto vittima di violenza,2017,1
marche,maschi,richiesta di aiuto vittima di violenza,2018,2
marche,maschi,richiesta di aiuto vittima di violenza,2019,2
marche,maschi,richiesta di aiuto vittima di violenza,2020,8
marche,maschi,richiesta di aiuto vittima di violenza,2021,3
marche,maschi,richiesta di aiuto vittima di violenza,2022,3
marche,maschi,richiesta di aiuto vittima di violenza,2023,5
marche,maschi,richiesta di aiuto vittima di violenza,2024,5
marche,maschi,segnalazione di un caso di violenza,2015,2
marche,maschi,segnalazione di un caso di violenza,2016,2
marche,maschi,segnalazione di un caso di violenza,2018,1
marche,maschi,segnalazione di un caso di violenza,2019,1
marche,maschi,segnalazione di un caso di violenza,2020,3
marche,maschi,segnalazione di un caso di violenza,2021,5
marche,maschi,segnalazione di un caso di violenza,2022,1
marche,maschi,segnalazione di un caso di violenza,2023,1
marche,maschi,segnalazione di un caso di violenza,2024,4
marche,femmine,richiesta di aiuto vittima di stalking,2015,19
marche,femmine,richiesta di aiuto vittima di stalking,2016,23
marche,femmine,richiesta di aiuto vittima di stalking,2017,17
marche,femmine,richiesta di aiuto vittima di stalking,2018,19
marche,femmine,richiesta di aiuto vittima di stalking,2019,19
marche,femmine,richiesta di aiuto vittima di stalking,2020,17
marche,femmine,richiesta di aiuto vittima di stalking,2021,30
marche,femmine,richiesta di aiuto vittima di stalking,2022,20
marche,femmine,richiesta di aiuto vittima di stalking,2023,26
marche,femmine,richiesta di aiuto vittima di stalking,2024,43
marche,femmine,richiesta di aiuto vittima di violenza,2015,149
marche,femmine,richiesta di aiuto vittima di violenza,2016,140
marche,femmine,richiesta di aiuto vittima di violenza,2017,118
marche,femmine,richiesta di aiuto vittima di violenza,2018,167
marche,femmine,richiesta di aiuto vittima di violenza,2019,134
marche,femmine,richiesta di aiuto vittima di violenza,2020,227
marche,femmine,richiesta di aiuto vittima di violenza,2021,256
marche,femmine,richiesta di aiuto vittima di violenza,2022,211
marche,femmine,richiesta di aiuto vittima di violenza,2023,199
marche,femmine,richiesta di aiuto vittima di violenza,2024,281
marche,femmine,richiesta di aiuto per discriminazione,2022,1
marche,femmine,segnalazione di un caso di violenza,2015,44
marche,femmine,segnalazione di un caso di violenza,2016,38
marche,femmine,segnalazione di un caso di violenza,2017,29
marche,femmine,segnalazione di un caso di violenza,2018,38
marche,femmine,segnalazione di un caso di violenza,2019,27
marche,femmine,segnalazione di un caso di violenza,2020,41
marche,femmine,segnalazione di un caso di violenza,2021,56
marche,femmine,segnalazione di un caso di violenza,2022,24
marche,femmine,segnalazione di un caso di violenza,2023,42
marche,femmine,segnalazione di un caso di violenza,2024,37
marche,femmine,emergenza,2015,3
marche,femmine,emergenza,2016,2
marche,femmine,emergenza,2017,7
marche,femmine,emergenza,2018,2
marche,femmine,emergenza,2019,1
marche,femmine,emergenza,2021,1
marche,non indicato,richiesta di aiuto vittima di stalking,2024,2
marche,non indicato,richiesta di aiuto vittima di violenza,2023,3
marche,non indicato,richiesta di aiuto vittima di violenza,2024,4
marche,non indicato,segnalazione di un caso di violenza,2023,1
marche,non indicato,emergenza,2023,1
marche,non indicato,emergenza,2024,1
lazio,maschi,richiesta di aiuto vittima di stalking,2015,13
lazio,maschi,richiesta di aiuto vittima di stalking,2016,16
lazio,maschi,richiesta di aiuto vittima di stalking,2017,12
lazio,maschi,richiesta di aiuto vittima di stalking,2018,9
lazio,maschi,richiesta di aiuto vittima di stalking,2019,11
lazio,maschi,richiesta di aiuto vittima di stalking,2020,15
lazio,maschi,richiesta di aiuto vittima di stalking,2021,10
lazio,maschi,richiesta di aiuto vittima di stalking,2022,13
lazio,maschi,richiesta di aiuto vittima di stalking,2023,11
lazio,maschi,richiesta di aiuto vittima di stalking,2024,17
lazio,maschi,richiesta di aiuto vittima di violenza,2015,16
lazio,maschi,richiesta di aiuto vittima di violenza,2016,17
lazio,maschi,richiesta di aiuto vittima di violenza,2017,15
lazio,maschi,richiesta di aiuto vittima di violenza,2018,17
lazio,maschi,richiesta di aiuto vittima di violenza,2019,24
lazio,maschi,richiesta di aiuto vittima di violenza,2020,44
lazio,maschi,richiesta di aiuto vittima di violenza,2021,36
lazio,maschi,richiesta di aiuto vittima di violenza,2022,14
lazio,maschi,richiesta di aiuto vittima di violenza,2023,27
lazio,maschi,richiesta di aiuto vittima di violenza,2024,29
lazio,maschi,richiesta di aiuto per discriminazione,2020,1
lazio,maschi,richiesta di aiuto per discriminazione,2021,3
lazio,maschi,richiesta di aiuto per discriminazione,2022,1
lazio,maschi,segnalazione di un caso di violenza,2015,7
lazio,maschi,segnalazione di un caso di violenza,2016,10
lazio,maschi,segnalazione di un caso di violenza,2017,6
lazio,maschi,segnalazione di un caso di violenza,2018,9
lazio,maschi,segnalazione di un caso di violenza,2019,2
lazio,maschi,segnalazione di un caso di violenza,2020,11
lazio,maschi,segnalazione di un caso di violenza,2021,9
lazio,maschi,segnalazione di un caso di violenza,2022,7
lazio,maschi,segnalazione di un caso di violenza,2023,9
lazio,maschi,segnalazione di un caso di violenza,2024,6
lazio,maschi,emergenza,2018,2
lazio,maschi,emergenza,2020,1
lazio,maschi,emergenza,2021,1
lazio,femmine,richiesta di aiuto vittima di stalking,2015,132
lazio,femmine,richiesta di aiuto vittima di stalking,2016,131
lazio,femmine,richiesta di aiuto vittima di stalking,2017,100
lazio,femmine,richiesta di aiuto vittima di stalking,2018,116
lazio,femmine,richiesta di aiuto vittima di stalking,2019,133
lazio,femmine,richiesta di aiuto vittima di stalking,2020,149
lazio,femmine,richiesta di aiuto vittima di stalking,2021,179
lazio,femmine,richiesta di aiuto vittima di stalking,2022,163
lazio,femmine,richiesta di aiuto vittima di stalking,2023,185
lazio,femmine,richiesta di aiuto vittima di stalking,2024,235
lazio,femmine,richiesta di aiuto vittima di violenza,2015,669
lazio,femmine,richiesta di aiuto vittima di violenza,2016,695
lazio,femmine,richiesta di aiuto vittima di violenza,2017,606
lazio,femmine,richiesta di aiuto vittima di violenza,2018,889
lazio,femmine,richiesta di aiuto vittima di violenza,2019,837
lazio,femmine,richiesta di aiuto vittima di violenza,2020,1340
lazio,femmine,richiesta di aiuto vittima di violenza,2021,1525
lazio,femmine,richiesta di aiuto vittima di violenza,2022,1165
lazio,femmine,richiesta di aiuto vittima di violenza,2023,1383
lazio,femmine,richiesta di aiuto vittima di violenza,2024,1578
lazio,femmine,richiesta di aiuto per discriminazione,2020,2
lazio,femmine,segnalazione di un caso di violenza,2015,190
lazio,femmine,segnalazione di un caso di violenza,2016,213
lazio,femmine,segnalazione di un caso di violenza,2017,144
lazio,femmine,segnalazione di un caso di violenza,2018,163
lazio,femmine,segnalazione di un caso di violenza,2019,158
lazio,femmine,segnalazione di un caso di violenza,2020,287
lazio,femmine,segnalazione di un caso di violenza,2021,330
lazio,femmine,segnalazione di un caso di violenza,2022,223
lazio,femmine,segnalazione di un caso di violenza,2023,307
lazio,femmine,segnalazione di un caso di violenza,2024,192
lazio,femmine,emergenza,2015,18
lazio,femmine,emergenza,2016,19
lazio,femmine,emergenza,2017,22
lazio,femmine,emergenza,2018,27
lazio,femmine,emergenza,2019,17
lazio,femmine,emergenza,2020,19
lazio,femmine,emergenza,2021,10
lazio,femmine,emergenza,2022,1
lazio,non indicato,richiesta di aiuto vittima di stalking,2023,3
lazio,non indicato,richiesta di aiuto vittima di stalking,2024,2
lazio,non indicato,richiesta di aiuto vittima di violenza,2023,27
lazio,non indicato,richiesta di aiuto vittima di violenza,2024,22
lazio,non indicato,richiesta di aiuto per discriminazione,2021,1
lazio,non indicato,segnalazione di un caso di violenza,2023,8
lazio,non indicato,segnalazione di un caso di violenza,2024,5
lazio,non indicato,emergenza,2023,15
lazio,non indicato,emergenza,2024,6
sud,maschi,richiesta di aiuto vittima di stalking,2015,19
sud,maschi,richiesta di aiuto vittima di stalking,2016,25
sud,maschi,richiesta di aiuto vittima di stalking,2017,19
sud,maschi,richiesta di aiuto vittima di stalking,2018,13
sud,maschi,richiesta di aiuto vittima di stalking,2019,10
sud,maschi,richiesta di aiuto vittima di stalking,2020,12
sud,maschi,richiesta di aiuto vittima di stalking,2021,17
sud,maschi,richiesta di aiuto vittima di stalking,2022,11
sud,maschi,richiesta di aiuto vittima di stalking,2023,20
sud,maschi,richiesta di aiuto vittima di stalking,2024,14
sud,maschi,richiesta di aiuto vittima di violenza,2015,44
sud,maschi,richiesta di aiuto vittima di violenza,2016,27
sud,maschi,richiesta di aiuto vittima di violenza,2017,22
sud,maschi,richiesta di aiuto vittima di violenza,2018,40
sud,maschi,richiesta di aiuto vittima di violenza,2019,25
sud,maschi,richiesta di aiuto vittima di violenza,2020,58
sud,maschi,richiesta di aiuto vittima di violenza,2021,60
sud,maschi,richiesta di aiuto vittima di violenza,2022,19
sud,maschi,richiesta di aiuto vittima di violenza,2023,28
sud,maschi,richiesta di aiuto vittima di violenza,2024,55
sud,maschi,richiesta di aiuto per discriminazione,2016,1
sud,maschi,segnalazione di un caso di violenza,2015,7
sud,maschi,segnalazione di un caso di violenza,2016,11
sud,maschi,segnalazione di un caso di violenza,2017,9
sud,maschi,segnalazione di un caso di violenza,2018,7
sud,maschi,segnalazione di un caso di violenza,2019,5
sud,maschi,segnalazione di un caso di violenza,2020,12
sud,maschi,segnalazione di un caso di violenza,2021,7
sud,maschi,segnalazione di un caso di violenza,2022,8
sud,maschi,segnalazione di un caso di violenza,2023,6
sud,maschi,segnalazione di un caso di violenza,2024,11
sud,maschi,emergenza,2015,3
sud,maschi,emergenza,2016,2
sud,maschi,emergenza,2017,2
sud,maschi,emergenza,2018,2
sud,maschi,emergenza,2019,3
sud,femmine,richiesta di aiuto vittima di stalking,2015,231
sud,femmine,richiesta di aiuto vittima di stalking,2016,186
sud,femmine,richiesta di aiuto vittima di stalking,2017,151
sud,femmine,richiesta di aiuto vittima di stalking,2018,179
sud,femmine,richiesta di aiuto vittima di stalking,2019,177
sud,femmine,richiesta di aiuto vittima di stalking,2020,237
sud,femmine,richiesta di aiuto vittima di stalking,2021,237
sud,femmine,richiesta di aiuto vittima di stalking,2022,201
sud,femmine,richiesta di aiuto vittima di stalking,2023,194
sud,femmine,richiesta di aiuto vittima di stalking,2024,291
sud,femmine,richiesta di aiuto vittima di violenza,2015,1181
sud,femmine,richiesta di aiuto vittima di violenza,2016,1189
sud,femmine,richiesta di aiuto vittima di violenza,2017,1079
sud,femmine,richiesta di aiuto vittima di violenza,2018,1521
sud,femmine,richiesta di aiuto vittima di violenza,2019,1380
sud,femmine,richiesta di aiuto vittima di violenza,2020,2166
sud,femmine,richiesta di aiuto vittima di violenza,2021,2251
sud,femmine,richiesta di aiuto vittima di violenza,2022,1739
sud,femmine,richiesta di aiuto vittima di violenza,2023,1887
sud,femmine,richiesta di aiuto vittima di violenza,2024,2251
sud,femmine,segnalazione di un caso di violenza,2015,356
sud,femmine,segnalazione di un caso di violenza,2016,300
sud,femmine,segnalazione di un caso di violenza,2017,269
sud,femmine,segnalazione di un caso di violenza,2018,293
sud,femmine,segnalazione di un caso di violenza,2019,209
sud,femmine,segnalazione di un caso di violenza,2020,450
sud,femmine,segnalazione di un caso di violenza,2021,508
sud,femmine,segnalazione di un caso di violenza,2022,253
sud,femmine,segnalazione di un caso di violenza,2023,296
sud,femmine,segnalazione di un caso di violenza,2024,295
sud,femmine,emergenza,2015,42
sud,femmine,emergenza,2016,35
sud,femmine,emergenza,2017,42
sud,femmine,emergenza,2018,44
sud,femmine,emergenza,2019,40
sud,femmine,emergenza,2020,29
sud,femmine,emergenza,2021,9
sud,femmine,emergenza,2022,3
sud,non indicato,richiesta di aiuto vittima di stalking,2023,2
sud,non indicato,richiesta di aiuto vittima di stalking,2024,4
sud,non indicato,richiesta di aiuto vittima di violenza,2023,33
sud,non indicato,richiesta di aiuto vittima di violenza,2024,37
sud,non indicato,segnalazione di un caso di violenza,2023,8
sud,non indicato,segnalazione di un caso di violenza,2024,4
sud,non indicato,emergenza,2023,7
sud,non indicato,emergenza,2024,7
abruzzo,maschi,richiesta di aiuto vittima di stalking,2015,1
abruzzo,maschi,richiesta di aiuto vittima di stalking,2016,3
abruzzo,maschi,richiesta di aiuto vittima di stalking,2017,2
abruzzo,maschi,richiesta di aiuto vittima di stalking,2018,2
abruzzo,maschi,richiesta di aiuto vittima di stalking,2020,4
abruzzo,maschi,richiesta di aiuto vittima di stalking,2021,1
abruzzo,maschi,richiesta di aiuto vittima di stalking,2022,1
abruzzo,maschi,richiesta di aiuto vittima di stalking,2023,2
abruzzo,maschi,richiesta di aiuto vittima di stalking,2024,2
abruzzo,maschi,richiesta di aiuto vittima di violenza,2015,10
abruzzo,maschi,richiesta di aiuto vittima di violenza,2016,5
abruzzo,maschi,richiesta di aiuto vittima di violenza,2017,4
abruzzo,maschi,richiesta di aiuto vittima di violenza,2018,4
abruzzo,maschi,richiesta di aiuto vittima di violenza,2020,5
abruzzo,maschi,richiesta di aiuto vittima di violenza,2021,7
abruzzo,maschi,richiesta di aiuto vittima di violenza,2022,2
abruzzo,maschi,richiesta di aiuto vittima di violenza,2023,3
abruzzo,maschi,richiesta di aiuto vittima di violenza,2024,8
abruzzo,maschi,segnalazione di un caso di violenza,2016,3
abruzzo,maschi,segnalazione di un caso di violenza,2017,1
abruzzo,maschi,segnalazione di un caso di violenza,2018,1
abruzzo,maschi,segnalazione di un caso di violenza,2020,1
abruzzo,maschi,segnalazione di un caso di violenza,2021,1
abruzzo,maschi,segnalazione di un caso di violenza,2022,1
abruzzo,maschi,segnalazione di un caso di violenza,2024,1
abruzzo,maschi,emergenza,2015,1
abruzzo,femmine,richiesta di aiuto vittima di stalking,2015,27
abruzzo,femmine,richiesta di aiuto vittima di stalking,2016,21
abruzzo,femmine,richiesta di aiuto vittima di stalking,2017,24
abruzzo,femmine,richiesta di aiuto vittima di stalking,2018,23
abruzzo,femmine,richiesta di aiuto vittima di stalking,2019,21
abruzzo,femmine,richiesta di aiuto vittima di stalking,2020,26
abruzzo,femmine,richiesta di aiuto vittima di stalking,2021,26
abruzzo,femmine,richiesta di aiuto vittima di stalking,2022,26
abruzzo,femmine,richiesta di aiuto vittima di stalking,2023,20
abruzzo,femmine,richiesta di aiuto vittima di stalking,2024,26
abruzzo,femmine,richiesta di aiuto vittima di violenza,2015,110
abruzzo,femmine,richiesta di aiuto vittima di violenza,2016,116
abruzzo,femmine,richiesta di aiuto vittima di violenza,2017,120
abruzzo,femmine,richiesta di aiuto vittima di violenza,2018,164
abruzzo,femmine,richiesta di aiuto vittima di violenza,2019,133
abruzzo,femmine,richiesta di aiuto vittima di violenza,2020,229
abruzzo,femmine,richiesta di aiuto vittima di violenza,2021,213
abruzzo,femmine,richiesta di aiuto vittima di violenza,2022,188
abruzzo,femmine,richiesta di aiuto vittima di violenza,2023,213
abruzzo,femmine,richiesta di aiuto vittima di violenza,2024,195
abruzzo,femmine,segnalazione di un caso di violenza,2015,28
abruzzo,femmine,segnalazione di un caso di violenza,2016,37
abruzzo,femmine,segnalazione di un caso di violenza,2017,27
abruzzo,femmine,segnalazione di un caso di violenza,2018,26
abruzzo,femmine,segnalazione di un caso di violenza,2019,28
abruzzo,femmine,segnalazione di un caso di violenza,2020,34
abruzzo,femmine,segnalazione di un caso di violenza,2021,49
abruzzo,femmine,segnalazione di un caso di violenza,2022,21
abruzzo,femmine,segnalazione di un caso di violenza,2023,39
abruzzo,femmine,segnalazione di un caso di violenza,2024,37
abruzzo,femmine,emergenza,2015,6
abruzzo,femmine,emergenza,2016,1
abruzzo,femmine,emergenza,2017,3
abruzzo,femmine,emergenza,2018,4
abruzzo,femmine,emergenza,2019,6
abruzzo,femmine,emergenza,2021,2
abruzzo,non indicato,richiesta di aiuto vittima di stalking,2023,1
abruzzo,non indicato,richiesta di aiuto vittima di violenza,2023,3
abruzzo,non indicato,richiesta di aiuto vittima di violenza,2024,5
abruzzo,non indicato,segnalazione di un caso di violenza,2023,1
abruzzo,non indicato,emergenza,2024,1
molise,maschi,richiesta di aiuto vittima di stalking,2017,1
molise,maschi,richiesta di aiuto vittima di violenza,2015,1
molise,maschi,richiesta di aiuto vittima di violenza,2017,1
molise,maschi,richiesta di aiuto vittima di violenza,2018,1
molise,maschi,richiesta di aiuto vittima di violenza,2019,2
molise,maschi,richiesta di aiuto vittima di violenza,2020,4
molise,maschi,richiesta di aiuto vittima di violenza,2024,1
molise,maschi,segnalazione di un caso di violenza,2016,1
molise,maschi,segnalazione di un caso di violenza,2021,1
molise,maschi,segnalazione di un caso di violenza,2024,1
molise,femmine,richiesta di aiuto vittima di stalking,2015,3
molise,femmine,richiesta di aiuto vittima di stalking,2016,7
molise,femmine,richiesta di aiuto vittima di stalking,2017,1
molise,femmine,richiesta di aiuto vittima di stalking,2018,1
molise,femmine,richiesta di aiuto vittima di stalking,2019,1
molise,femmine,richiesta di aiuto vittima di stalking,2020,4
molise,femmine,richiesta di aiuto vittima di stalking,2021,4
molise,femmine,richiesta di aiuto vittima di stalking,2022,4
molise,femmine,richiesta di aiuto vittima di stalking,2023,4
molise,femmine,richiesta di aiuto vittima di stalking,2024,8
molise,femmine,richiesta di aiuto vittima di violenza,2015,24
molise,femmine,richiesta di aiuto vittima di violenza,2016,22
molise,femmine,richiesta di aiuto vittima di violenza,2017,13
molise,femmine,richiesta di aiuto vittima di violenza,2018,17
molise,femmine,richiesta di aiuto vittima di violenza,2019,29
molise,femmine,richiesta di aiuto vittima di violenza,2020,31
molise,femmine,richiesta di aiuto vittima di violenza,2021,28
molise,femmine,richiesta di aiuto vittima di violenza,2022,26
molise,femmine,richiesta di aiuto vittima di violenza,2023,37
molise,femmine,richiesta di aiuto vittima di violenza,2024,41
molise,femmine,segnalazione di un caso di violenza,2015,7
molise,femmine,segnalazione di un caso di violenza,2016,2
molise,femmine,segnalazione di un caso di violenza,2017,3
molise,femmine,segnalazione di un caso di violenza,2018,4
molise,femmine,segnalazione di un caso di violenza,2020,10
molise,femmine,segnalazione di un caso di violenza,2021,8
molise,femmine,segnalazione di un caso di violenza,2022,5
molise,femmine,segnalazione di un caso di violenza,2023,6
molise,femmine,segnalazione di un caso di violenza,2024,7
molise,femmine,emergenza,2015,3
molise,femmine,emergenza,2017,1
molise,femmine,emergenza,2018,1
molise,femmine,emergenza,2019,1
molise,non indicato,richiesta di aiuto vittima di stalking,2024,2
molise,non indicato,richiesta di aiuto vittima di violenza,2023,1
molise,non indicato,richiesta di aiuto vittima di violenza,2024,1
campania,maschi,richiesta di aiuto vittima di stalking,2015,13
campania,maschi,richiesta di aiuto vittima di stalking,2016,16
campania,maschi,richiesta di aiuto vittima di stalking,2017,9
campania,maschi,richiesta di aiuto vittima di stalking,2018,5
campania,maschi,richiesta di aiuto vittima di stalking,2019,5
campania,maschi,richiesta di aiuto vittima di stalking,2020,4
campania,maschi,richiesta di aiuto vittima di stalking,2021,9
campania,maschi,richiesta di aiuto vittima di stalking,2022,4
campania,maschi,richiesta di aiuto vittima di stalking,2023,8
campania,maschi,richiesta di aiuto vittima di stalking,2024,7
campania,maschi,richiesta di aiuto vittima di violenza,2015,12
campania,maschi,richiesta di aiuto vittima di violenza,2016,10
campania,maschi,richiesta di aiuto vittima di violenza,2017,6
campania,maschi,richiesta di aiuto vittima di violenza,2018,20
campania,maschi,richiesta di aiuto vittima di violenza,2019,11
campania,maschi,richiesta di aiuto vittima di violenza,2020,18
campania,maschi,richiesta di aiuto vittima di violenza,2021,24
campania,maschi,richiesta di aiuto vittima di violenza,2022,12
campania,maschi,richiesta di aiuto vittima di violenza,2023,9
campania,maschi,richiesta di aiuto vittima di violenza,2024,25
campania,maschi,richiesta di aiuto per discriminazione,2016,1
campania,maschi,segnalazione di un caso di violenza,2015,5
campania,maschi,segnalazione di un caso di violenza,2016,4
campania,maschi,segnalazione di un caso di violenza,2017,6
campania,maschi,segnalazione di un caso di violenza,2018,3
campania,maschi,segnalazione di un caso di violenza,2019,3
campania,maschi,segnalazione di un caso di violenza,2020,6
campania,maschi,segnalazione di un caso di violenza,2021,2
campania,maschi,segnalazione di un caso di violenza,2022,7
campania,maschi,segnalazione di un caso di violenza,2023,5
campania,maschi,segnalazione di un caso di violenza,2024,7
campania,maschi,emergenza,2016,1
campania,maschi,emergenza,2017,2
campania,maschi,emergenza,2018,2
campania,femmine,richiesta di aiuto vittima di stalking,2015,107
campania,femmine,richiesta di aiuto vittima di stalking,2016,81
campania,femmine,richiesta di aiuto vittima di stalking,2017,61
campania,femmine,richiesta di aiuto vittima di stalking,2018,77
campania,femmine,richiesta di aiuto vittima di stalking,2019,84
campania,femmine,richiesta di aiuto vittima di stalking,2020,101
campania,femmine,richiesta di aiuto vittima di stalking,2021,100
campania,femmine,richiesta di aiuto vittima di stalking,2022,90
campania,femmine,richiesta di aiuto vittima di stalking,2023,80
campania,femmine,richiesta di aiuto vittima di stalking,2024,113
campania,femmine,richiesta di aiuto vittima di violenza,2015,574
campania,femmine,richiesta di aiuto vittima di violenza,2016,593
campania,femmine,richiesta di aiuto vittima di violenza,2017,514
campania,femmine,richiesta di aiuto vittima di violenza,2018,736
campania,femmine,richiesta di aiuto vittima di violenza,2019,661
campania,femmine,richiesta di aiuto vittima di violenza,2020,978
campania,femmine,richiesta di aiuto vittima di violenza,2021,1034
campania,femmine,richiesta di aiuto vittima di violenza,2022,769
campania,femmine,richiesta di aiuto vittima di violenza,2023,830
campania,femmine,richiesta di aiuto vittima di violenza,2024,1039
campania,femmine,segnalazione di un caso di violenza,2015,171
campania,femmine,segnalazione di un caso di violenza,2016,131
campania,femmine,segnalazione di un caso di violenza,2017,123
campania,femmine,segnalazione di un caso di violenza,2018,127
campania,femmine,segnalazione di un caso di violenza,2019,80
campania,femmine,segnalazione di un caso di violenza,2020,194
campania,femmine,segnalazione di un caso di violenza,2021,235
campania,femmine,segnalazione di un caso di violenza,2022,108
campania,femmine,segnalazione di un caso di violenza,2023,123
campania,femmine,segnalazione di un caso di violenza,2024,135
campania,femmine,emergenza,2015,22
campania,femmine,emergenza,2016,25
campania,femmine,emergenza,2017,24
campania,femmine,emergenza,2018,20
campania,femmine,emergenza,2019,20
campania,femmine,emergenza,2020,22
campania,femmine,emergenza,2021,3
campania,femmine,emergenza,2022,1
campania,non indicato,richiesta di aiuto vittima di violenza,2023,19
campania,non indicato,richiesta di aiuto vittima di violenza,2024,12
campania,non indicato,segnalazione di un caso di violenza,2023,5
campania,non indicato,segnalazione di un caso di violenza,2024,2
campania,non indicato,emergenza,2023,4
campania,non indicato,emergenza,2024,5
puglia,maschi,richiesta di aiuto vittima di stalking,2015,5
puglia,maschi,richiesta di aiuto vittima di stalking,2016,5
puglia,maschi,richiesta di aiuto vittima di stalking,2017,7
puglia,maschi,richiesta di aiuto vittima di stalking,2018,5
puglia,maschi,richiesta di aiuto vittima di stalking,2019,4
puglia,maschi,richiesta di aiuto vittima di stalking,2020,3
puglia,maschi,richiesta di aiuto vittima di stalking,2021,4
puglia,maschi,richiesta di aiuto vittima di stalking,2022,4
puglia,maschi,richiesta di aiuto vittima di stalking,2023,7
puglia,maschi,richiesta di aiuto vittima di stalking,2024,5
puglia,maschi,richiesta di aiuto vittima di violenza,2015,15
puglia,maschi,richiesta di aiuto vittima di violenza,2016,7
puglia,maschi,richiesta di aiuto vittima di violenza,2017,6
puglia,maschi,richiesta di aiuto vittima di violenza,2018,15
puglia,maschi,richiesta di aiuto vittima di violenza,2019,8
puglia,maschi,richiesta di aiuto vittima di violenza,2020,24
puglia,maschi,richiesta di aiuto vittima di violenza,2021,17
puglia,maschi,richiesta di aiuto vittima di violenza,2022,3
puglia,maschi,richiesta di aiuto vittima di violenza,2023,11
puglia,maschi,richiesta di aiuto vittima di violenza,2024,16
puglia,maschi,segnalazione di un caso di violenza,2015,2
puglia,maschi,segnalazione di un caso di violenza,2016,1
puglia,maschi,segnalazione di un caso di violenza,2017,1
puglia,maschi,segnalazione di un caso di violenza,2018,1
puglia,maschi,segnalazione di un caso di violenza,2019,2
puglia,maschi,segnalazione di un caso di violenza,2020,5
puglia,maschi,segnalazione di un caso di violenza,2021,2
puglia,maschi,segnalazione di un caso di violenza,2023,1
puglia,maschi,segnalazione di un caso di violenza,2024,2
puglia,maschi,emergenza,2015,2
puglia,maschi,emergenza,2016,1
puglia,maschi,emergenza,2019,2
puglia,femmine,richiesta di aiuto vittima di stalking,2015,65
puglia,femmine,richiesta di aiuto vittima di stalking,2016,57
puglia,femmine,richiesta di aiuto vittima di stalking,2017,43
puglia,femmine,richiesta di aiuto vittima di stalking,2018,57
puglia,femmine,richiesta di aiuto vittima di stalking,2019,50
puglia,femmine,richiesta di aiuto vittima di stalking,2020,78
puglia,femmine,richiesta di aiuto vittima di stalking,2021,75
puglia,femmine,richiesta di aiuto vittima di stalking,2022,56
puglia,femmine,richiesta di aiuto vittima di stalking,2023,63
puglia,femmine,richiesta di aiuto vittima di stalking,2024,100
puglia,femmine,richiesta di aiuto vittima di violenza,2015,314
puglia,femmine,richiesta di aiuto vittima di violenza,2016,302
puglia,femmine,richiesta di aiuto vittima di violenza,2017,288
puglia,femmine,richiesta di aiuto vittima di violenza,2018,426
puglia,femmine,richiesta di aiuto vittima di violenza,2019,335
puglia,femmine,richiesta di aiuto vittima di violenza,2020,588
puglia,femmine,richiesta di aiuto vittima di violenza,2021,654
puglia,femmine,richiesta di aiuto vittima di violenza,2022,493
puglia,femmine,richiesta di aiuto vittima di violenza,2023,525
