territorio,sesso,nazionalità_utente,modalità_intervento,periodo,numero_vittime
umbria,maschi,italia,non trasferito servizio,2023,28
umbria,maschi,italia,non trasferito servizio,2024,35
umbria,maschi,italia,chiamate valide,2015,19
umbria,maschi,italia,chiamate valide,2016,18
umbria,maschi,italia,chiamate valide,2017,20
umbria,maschi,italia,chiamate valide,2018,21
umbria,maschi,italia,chiamate valide,2019,17
umbria,maschi,italia,chiamate valide,2020,19
umbria,maschi,italia,chiamate valide,2021,20
umbria,maschi,italia,chiamate valide,2022,23
umbria,maschi,italia,chiamate valide,2023,41
umbria,maschi,italia,chiamate valide,2024,57
umbria,maschi,italia,richiesto intervento del 112,2023,4
umbria,maschi,italia,richiesto intervento del 112,2024,4
umbria,maschi,italia,richiesto intervento del 113,2023,4
umbria,maschi,italia,richiesto intervento del 113,2024,4
umbria,femmine,estero,trasferito servizio,2015,188
umbria,femmine,estero,trasferito servizio,2016,173
umbria,femmine,estero,trasferito servizio,2017,140
umbria,femmine,estero,trasferito servizio,2018,168
umbria,femmine,estero,trasferito servizio,2019,149
umbria,femmine,estero,trasferito servizio,2020,181
umbria,femmine,estero,trasferito servizio,2021,190
umbria,femmine,estero,trasferito servizio,2022,206
umbria,femmine,estero,trasferito servizio,2023,288
umbria,femmine,estero,trasferito servizio,2024,347
umbria,femmine,estero,non trasferito servizio,2015,29
umbria,femmine,estero,non trasferito servizio,2016,27
umbria,femmine,estero,non trasferito servizio,2017,35
umbria,femmine,estero,non trasferito servizio,2018,73
umbria,femmine,estero,non trasferito servizio,2019,72
umbria,femmine,estero,non trasferito servizio,2020,56
umbria,femmine,estero,non trasferito servizio,2021,99
umbria,femmine,estero,non trasferito servizio,2022,105
umbria,femmine,estero,non trasferito servizio,2023,176
umbria,femmine,estero,non trasferito servizio,2024,163
umbria,femmine,estero,chiamate valide,2015,217
umbria,femmine,estero,chiamate valide,2016,200
umbria,femmine,estero,chiamate valide,2017,175
umbria,femmine,estero,chiamate valide,2018,241
umbria,femmine,estero,chiamate valide,2019,221
umbria,femmine,estero,chiamate valide,2020,237
umbria,femmine,estero,chiamate valide,2021,289
umbria,femmine,estero,chiamate valide,2022,311
umbria,femmine,estero,chiamate valide,2023,464
umbria,femmine,estero,chiamate valide,2024,510
umbria,femmine,estero,richiesto intervento del 118,2015,1
umbria,femmine,estero,richiesto intervento del 118,2023,1
umbria,femmine,estero,richiesto intervento del 118,2024,1
umbria,femmine,estero,richiesto intervento del 112,2015,1
umbria,femmine,estero,richiesto intervento del 112,2016,1
umbria,femmine,estero,richiesto intervento del 112,2017,4
umbria,femmine,estero,richiesto intervento del 112,2018,2
umbria,femmine,estero,richiesto intervento del 112,2020,1
umbria,femmine,estero,richiesto intervento del 112,2023,18
umbria,femmine,estero,richiesto intervento del 112,2024,23
umbria,femmine,estero,richiesto intervento del 113,2015,1
umbria,femmine,estero,richiesto intervento del 113,2017,4
umbria,femmine,estero,richiesto intervento del 113,2018,2
umbria,femmine,estero,richiesto intervento del 113,2023,19
umbria,femmine,estero,richiesto intervento del 113,2024,30
umbria,femmine,estero,trasferito servizio,2015,26
umbria,femmine,estero,trasferito servizio,2016,25
umbria,femmine,estero,trasferito servizio,2017,14
umbria,femmine,estero,trasferito servizio,2018,13
umbria,femmine,estero,trasferito servizio,2019,18
umbria,femmine,estero,trasferito servizio,2020,23
umbria,femmine,estero,trasferito servizio,2021,15
umbria,femmine,estero,trasferito servizio,2022,26
umbria,femmine,estero,trasferito servizio,2023,31
umbria,femmine,estero,trasferito servizio,2024,45
umbria,femmine,estero,non trasferito servizio,2015,3
umbria,femmine,estero,non trasferito servizio,2016,2
umbria,femmine,estero,non trasferito servizio,2018,5
umbria,femmine,estero,non trasferito servizio,2019,5
umbria,femmine,estero,non trasferito servizio,2020,6
umbria,femmine,estero,non trasferito servizio,2021,4
umbria,femmine,estero,non trasferito servizio,2022,7
umbria,femmine,estero,non trasferito servizio,2023,12
umbria,femmine,estero,non trasferito servizio,2024,20
umbria,femmine,estero,chiamate valide,2015,29
umbria,femmine,estero,chiamate valide,2016,27
umbria,femmine,estero,chiamate valide,2017,14
umbria,femmine,estero,chiamate valide,2018,18
umbria,femmine,estero,chiamate valide,2019,23
umbria,femmine,estero,chiamate valide,2020,29
umbria,femmine,estero,chiamate valide,2021,19
umbria,femmine,estero,chiamate valide,2022,33
umbria,femmine,estero,chiamate valide,2023,43
umbria,femmine,estero,chiamate valide,2024,65
umbria,femmine,estero,richiesto intervento del 112,2017,1
umbria,femmine,estero,richiesto intervento del 112,2024,4
umbria,femmine,estero,richiesto intervento del 113,2017,1
umbria,femmine,estero,richiesto intervento del 113,2024,4
umbria,femmine,italia,trasferito servizio,2015,162
umbria,femmine,italia,trasferito servizio,2016,148
umbria,femmine,italia,trasferito servizio,2017,126
umbria,femmine,italia,trasferito servizio,2018,155
umbria,femmine,italia,trasferito servizio,2019,131
umbria,femmine,italia,trasferito servizio,2020,158
umbria,femmine,italia,trasferito servizio,2021,175
umbria,femmine,italia,trasferito servizio,2022,180
umbria,femmine,italia,trasferito servizio,2023,257
umbria,femmine,italia,trasferito servizio,2024,302
umbria,femmine,italia,non trasferito servizio,2015,26
umbria,femmine,italia,non trasferito servizio,2016,25
umbria,femmine,italia,non trasferito servizio,2017,35
umbria,femmine,italia,non trasferito servizio,2018,68
umbria,femmine,italia,non trasferito servizio,2019,67
umbria,femmine,italia,non trasferito servizio,2020,50
umbria,femmine,italia,non trasferito servizio,2021,95
umbria,femmine,italia,non trasferito servizio,2022,98
umbria,femmine,italia,non trasferito servizio,2023,164
umbria,femmine,italia,non trasferito servizio,2024,143
umbria,femmine,italia,chiamate valide,2015,188
umbria,femmine,italia,chiamate valide,2016,173
umbria,femmine,italia,chiamate valide,2017,161
umbria,femmine,italia,chiamate valide,2018,223
umbria,femmine,italia,chiamate valide,2019,198
umbria,femmine,italia,chiamate valide,2020,208
umbria,femmine,italia,chiamate valide,2021,270
umbria,femmine,italia,chiamate valide,2022,278
umbria,femmine,italia,chiamate valide,2023,421
umbria,femmine,italia,chiamate valide,2024,445
umbria,femmine,italia,richiesto intervento del 118,2023,1
umbria,femmine,italia,richiesto intervento del 118,2024,1
umbria,femmine,italia,richiesto intervento del 112,2015,1
umbria,femmine,italia,richiesto intervento del 112,2016,1
umbria,femmine,italia,richiesto intervento del 112,2017,3
umbria,femmine,italia,richiesto intervento del 112,2018,2
umbria,femmine,italia,richiesto intervento del 112,2020,1
umbria,femmine,italia,richiesto intervento del 112,2023,18
umbria,femmine,italia,richiesto intervento del 112,2024,19
umbria,femmine,italia,richiesto intervento del 113,2015,1
umbria,femmine,italia,richiesto intervento del 113,2017,3
umbria,femmine,italia,richiesto intervento del 113,2018,2
umbria,femmine,italia,richiesto intervento del 113,2023,19
umbria,femmine,italia,richiesto intervento del 113,2024,26
umbria,non indicato,estero,trasferito servizio,2023,2
umbria,non indicato,estero,non trasferito servizio,2023,1
umbria,non indicato,estero,non trasferito servizio,2024,1
umbria,non indicato,estero,chiamate valide,2023,3
umbria,non indicato,estero,chiamate valide,2024,1
umbria,non indicato,italia,trasferito servizio,2023,2
umbria,non indicato,italia,non trasferito servizio,2023,1
umbria,non indicato,italia,non trasferito servizio,2024,1
umbria,non indicato,italia,chiamate valide,2023,3
umbria,non indicato,italia,chiamate valide,2024,1
marche,maschi,estero,trasferito servizio,2015,46
marche,maschi,estero,trasferito servizio,2016,24
marche,maschi,estero,trasferito servizio,2017,20
marche,maschi,estero,trasferito servizio,2018,20
marche,maschi,estero,trasferito servizio,2019,19
marche,maschi,estero,trasferito servizio,2020,32
marche,maschi,estero,trasferito servizio,2021,27
marche,maschi,estero,trasferito servizio,2022,17
marche,maschi,estero,trasferito servizio,2023,37
marche,maschi,estero,trasferito servizio,2024,56
marche,maschi,estero,non trasferito servizio,2015,8
marche,maschi,estero,non trasferito servizio,2016,12
marche,maschi,estero,non trasferito servizio,2017,6
marche,maschi,estero,non trasferito servizio,2018,28
marche,maschi,estero,non trasferito servizio,2019,25
marche,maschi,estero,non trasferito servizio,2020,34
marche,maschi,estero,non trasferito servizio,2021,35
marche,maschi,estero,non trasferito servizio,2022,48
marche,maschi,estero,non trasferito servizio,2023,46
marche,maschi,estero,non trasferito servizio,2024,58
marche,maschi,estero,chiamate valide,2015,54
marche,maschi,estero,chiamate valide,2016,36
marche,maschi,estero,chiamate valide,2017,26
marche,maschi,estero,chiamate valide,2018,48
marche,maschi,estero,chiamate valide,2019,44
marche,maschi,estero,chiamate valide,2020,66
marche,maschi,estero,chiamate valide,2021,62
marche,maschi,estero,chiamate valide,2022,65
marche,maschi,estero,chiamate valide,2023,83
marche,maschi,estero,chiamate valide,2024,114
marche,maschi,estero,richiesto intervento del 112,2023,5
marche,maschi,estero,richiesto intervento del 112,2024,10
marche,maschi,estero,richiesto intervento del 113,2023,5
marche,maschi,estero,richiesto intervento del 113,2024,10
marche,maschi,estero,trasferito servizio,2015,4
marche,maschi,estero,trasferito servizio,2016,1
marche,maschi,estero,trasferito servizio,2018,1
marche,maschi,estero,trasferito servizio,2020,1
marche,maschi,estero,trasferito servizio,2023,1
marche,maschi,estero,trasferito servizio,2024,3
marche,maschi,estero,non trasferito servizio,2016,1
marche,maschi,estero,non trasferito servizio,2019,1
marche,maschi,estero,non trasferito servizio,2020,1
marche,maschi,estero,non trasferito servizio,2022,2
marche,maschi,estero,non trasferito servizio,2023,1
marche,maschi,estero,non trasferito servizio,2024,2
marche,maschi,estero,chiamate valide,2015,4
marche,maschi,estero,chiamate valide,2016,2
marche,maschi,estero,chiamate valide,2018,1
marche,maschi,estero,chiamate valide,2019,1
marche,maschi,estero,chiamate valide,2020,2
marche,maschi,estero,chiamate valide,2022,2
marche,maschi,estero,chiamate valide,2023,2
marche,maschi,estero,chiamate valide,2024,5
marche,maschi,estero,richiesto intervento del 112,2024,1
marche,maschi,estero,richiesto intervento del 113,2024,1
marche,maschi,italia,trasferito servizio,2015,42
marche,maschi,italia,trasferito servizio,2016,23
marche,maschi,italia,trasferito servizio,2017,20
marche,maschi,italia,trasferito servizio,2018,19
marche,maschi,italia,trasferito servizio,2019,19
marche,maschi,italia,trasferito servizio,2020,31
marche,maschi,italia,trasferito servizio,2021,27
marche,maschi,italia,trasferito servizio,2022,17
marche,maschi,italia,trasferito servizio,2023,36
marche,maschi,italia,trasferito servizio,2024,53
marche,maschi,italia,non trasferito servizio,2015,8
marche,maschi,italia,non trasferito servizio,2016,11
marche,maschi,italia,non trasferito servizio,2017,6
marche,maschi,italia,non trasferito servizio,2018,28
marche,maschi,italia,non trasferito servizio,2019,24
marche,maschi,italia,non trasferito servizio,2020,33
marche,maschi,italia,non trasferito servizio,2021,35
marche,maschi,italia,non trasferito servizio,2022,46
marche,maschi,italia,non trasferito servizio,2023,45
marche,maschi,italia,non trasferito servizio,2024,56
marche,maschi,italia,chiamate valide,2015,50
marche,maschi,italia,chiamate valide,2016,34
marche,maschi,italia,chiamate valide,2017,26
marche,maschi,italia,chiamate valide,2018,47
marche,maschi,italia,chiamate valide,2019,43
marche,maschi,italia,chiamate valide,2020,64
marche,maschi,italia,chiamate valide,2021,62
marche,maschi,italia,chiamate valide,2022,63
marche,maschi,italia,chiamate valide,2023,81
marche,maschi,italia,chiamate valide,2024,109
marche,maschi,italia,richiesto intervento del 112,2023,5
marche,maschi,italia,richiesto intervento del 112,2024,9
marche,maschi,italia,richiesto intervento del 113,2023,5
marche,maschi,italia,richiesto intervento del 113,2024,9
marche,femmine,estero,trasferito servizio,2015,377
marche,femmine,estero,trasferito servizio,2016,339
marche,femmine,estero,trasferito servizio,2017,297
marche,femmine,estero,trasferito servizio,2018,314
marche,femmine,estero,trasferito servizio,2019,257
marche,femmine,estero,trasferito servizio,2020,369
marche,femmine,estero,trasferito servizio,2021,382
marche,femmine,estero,trasferito servizio,2022,315
marche,femmine,estero,trasferito servizio,2023,390
marche,femmine,estero,trasferito servizio,2024,596
marche,femmine,estero,non trasferito servizio,2015,67
marche,femmine,estero,non trasferito servizio,2016,68
marche,femmine,estero,non trasferito servizio,2017,60
marche,femmine,estero,non trasferito servizio,2018,141
marche,femmine,estero,non trasferito servizio,2019,129
marche,femmine,estero,non trasferito servizio,2020,142
marche,femmine,estero,non trasferito servizio,2021,205
marche,femmine,estero,non trasferito servizio,2022,192
marche,femmine,estero,non trasferito servizio,2023,266
marche,femmine,estero,non trasferito servizio,2024,243
marche,femmine,estero,chiamate valide,2015,444
marche,femmine,estero,chiamate valide,2016,407
marche,femmine,estero,chiamate valide,2017,357
marche,femmine,estero,chiamate valide,2018,455
marche,femmine,estero,chiamate valide,2019,386
marche,femmine,estero,chiamate valide,2020,511
marche,femmine,estero,chiamate valide,2021,587
marche,femmine,estero,chiamate valide,2022,507
marche,femmine,estero,chiamate valide,2023,656
marche,femmine,estero,chiamate valide,2024,839
marche,femmine,estero,richiesto intervento del 118,2018,1
marche,femmine,estero,richiesto intervento del 118,2023,1
marche,femmine,estero,richiesto intervento del 118,2024,2
marche,femmine,estero,richiesto intervento del 112,2015,3
marche,femmine,estero,richiesto intervento del 112,2016,2
marche,femmine,estero,richiesto intervento del 112,2017,6
marche,femmine,estero,richiesto intervento del 112,2018,1
marche,femmine,estero,richiesto intervento del 112,2019,1
marche,femmine,estero,richiesto intervento del 112,2021,1
marche,femmine,estero,richiesto intervento del 112,2023,18
marche,femmine,estero,richiesto intervento del 112,2024,49
marche,femmine,estero,richiesto intervento del 113,2015,2
marche,femmine,estero,richiesto intervento del 113,2016,2
marche,femmine,estero,richiesto intervento del 113,2017,6
marche,femmine,estero,richiesto intervento del 113,2018,1
marche,femmine,estero,richiesto intervento del 113,2023,27
marche,femmine,estero,richiesto intervento del 113,2024,55
marche,femmine,estero,trasferito servizio,2015,62
marche,femmine,estero,trasferito servizio,2016,38
