territorio,sesso,nazionalità_utente,modalità_intervento,periodo,numero_vittime
isole,non indicato,estero,chiamate valide,2023,1
isole,non indicato,italia,trasferito servizio,2023,7
isole,non indicato,italia,trasferito servizio,2024,4
isole,non indicato,italia,non trasferito servizio,2023,10
isole,non indicato,italia,non trasferito servizio,2024,2
isole,non indicato,italia,chiamate valide,2023,17
isole,non indicato,italia,chiamate valide,2024,6
isole,non indicato,italia,richiesto intervento del 112,2024,2
isole,non indicato,italia,richiesto intervento del 113,2024,2
sicilia,maschi,estero,trasferito servizio,2015,119
sicilia,maschi,estero,trasferito servizio,2016,86
sicilia,maschi,estero,trasferito servizio,2017,82
sicilia,maschi,estero,trasferito servizio,2018,72
sicilia,maschi,estero,trasferito servizio,2019,79
sicilia,maschi,estero,trasferito servizio,2020,73
sicilia,maschi,estero,trasferito servizio,2021,51
sicilia,maschi,estero,trasferito servizio,2022,58
sicilia,maschi,estero,trasferito servizio,2023,80
sicilia,maschi,estero,trasferito servizio,2024,127
sicilia,maschi,estero,non trasferito servizio,2015,54
sicilia,maschi,estero,non trasferito servizio,2016,41
sicilia,maschi,estero,non trasferito servizio,2017,87
sicilia,maschi,estero,non trasferito servizio,2018,98
sicilia,maschi,estero,non trasferito servizio,2019,111
sicilia,maschi,estero,non trasferito servizio,2020,106
sicilia,maschi,estero,non trasferito servizio,2021,137
sicilia,maschi,estero,non trasferito servizio,2022,116
sicilia,maschi,estero,non trasferito servizio,2023,172
sicilia,maschi,estero,non trasferito servizio,2024,203
sicilia,maschi,estero,chiamate valide,2015,173
sicilia,maschi,estero,chiamate valide,2016,127
sicilia,maschi,estero,chiamate valide,2017,169
sicilia,maschi,estero,chiamate valide,2018,170
sicilia,maschi,estero,chiamate valide,2019,190
sicilia,maschi,estero,chiamate valide,2020,179
sicilia,maschi,estero,chiamate valide,2021,188
sicilia,maschi,estero,chiamate valide,2022,174
sicilia,maschi,estero,chiamate valide,2023,252
sicilia,maschi,estero,chiamate valide,2024,330
sicilia,maschi,estero,richiesto intervento del 118,2024,2
sicilia,maschi,estero,richiesto intervento del 112,2015,1
sicilia,maschi,estero,richiesto intervento del 112,2016,1
sicilia,maschi,estero,richiesto intervento del 112,2019,1
sicilia,maschi,estero,richiesto intervento del 112,2023,16
sicilia,maschi,estero,richiesto intervento del 112,2024,35
sicilia,maschi,estero,richiesto intervento del 113,2015,1
sicilia,maschi,estero,richiesto intervento del 113,2023,17
sicilia,maschi,estero,richiesto intervento del 113,2024,41
sicilia,maschi,estero,trasferito servizio,2015,5
sicilia,maschi,estero,trasferito servizio,2018,1
sicilia,maschi,estero,trasferito servizio,2020,4
sicilia,maschi,estero,trasferito servizio,2021,1
sicilia,maschi,estero,trasferito servizio,2022,3
sicilia,maschi,estero,trasferito servizio,2023,3
sicilia,maschi,estero,non trasferito servizio,2015,3
sicilia,maschi,estero,non trasferito servizio,2016,5
sicilia,maschi,estero,non trasferito servizio,2017,2
sicilia,maschi,estero,non trasferito servizio,2020,1
sicilia,maschi,estero,non trasferito servizio,2021,6
sicilia,maschi,estero,non trasferito servizio,2022,1
sicilia,maschi,estero,non trasferito servizio,2023,1
sicilia,maschi,estero,chiamate valide,2015,8
sicilia,maschi,estero,chiamate valide,2016,5
sicilia,maschi,estero,chiamate valide,2017,2
sicilia,maschi,estero,chiamate valide,2018,1
sicilia,maschi,estero,chiamate valide,2020,5
sicilia,maschi,estero,chiamate valide,2021,7
sicilia,maschi,estero,chiamate valide,2022,4
sicilia,maschi,estero,chiamate valide,2023,4
sicilia,maschi,italia,trasferito servizio,2015,114
sicilia,maschi,italia,trasferito servizio,2016,86
sicilia,maschi,italia,trasferito servizio,2017,82
sicilia,maschi,italia,trasferito servizio,2018,71
sicilia,maschi,italia,trasferito servizio,2019,79
sicilia,maschi,italia,trasferito servizio,2020,69
sicilia,maschi,italia,trasferito servizio,2021,50
sicilia,maschi,italia,trasferito servizio,2022,55
sicilia,maschi,italia,trasferito servizio,2023,77
sicilia,maschi,italia,trasferito servizio,2024,127
sicilia,maschi,italia,non trasferito servizio,2015,51
sicilia,maschi,italia,non trasferito servizio,2016,36
sicilia,maschi,italia,non trasferito servizio,2017,85
sicilia,maschi,italia,non trasferito servizio,2018,98
sicilia,maschi,italia,non trasferito servizio,2019,111
sicilia,maschi,italia,non trasferito servizio,2020,105
sicilia,maschi,italia,non trasferito servizio,2021,131
sicilia,maschi,italia,non trasferito servizio,2022,115
sicilia,maschi,italia,non trasferito servizio,2023,171
sicilia,maschi,italia,non trasferito servizio,2024,203
sicilia,maschi,italia,chiamate valide,2015,165
sicilia,maschi,italia,chiamate valide,2016,122
sicilia,maschi,italia,chiamate valide,2017,167
sicilia,maschi,italia,chiamate valide,2018,169
sicilia,maschi,italia,chiamate valide,2019,190
sicilia,maschi,italia,chiamate valide,2020,174
sicilia,maschi,italia,chiamate valide,2021,181
sicilia,maschi,italia,chiamate valide,2022,170
sicilia,maschi,italia,chiamate valide,2023,248
sicilia,maschi,italia,chiamate valide,2024,330
sicilia,maschi,italia,richiesto intervento del 118,2024,2
sicilia,maschi,italia,richiesto intervento del 112,2015,1
sicilia,maschi,italia,richiesto intervento del 112,2016,1
sicilia,maschi,italia,richiesto intervento del 112,2019,1
sicilia,maschi,italia,richiesto intervento del 112,2023,16
sicilia,maschi,italia,richiesto intervento del 112,2024,35
sicilia,maschi,italia,richiesto intervento del 113,2015,1
sicilia,maschi,italia,richiesto intervento del 113,2023,17
sicilia,maschi,italia,richiesto intervento del 113,2024,41
sicilia,femmine,estero,trasferito servizio,2015,1034
sicilia,femmine,estero,trasferito servizio,2016,1076
sicilia,femmine,estero,trasferito servizio,2017,833
sicilia,femmine,estero,trasferito servizio,2018,835
sicilia,femmine,estero,trasferito servizio,2019,759
sicilia,femmine,estero,trasferito servizio,2020,1044
sicilia,femmine,estero,trasferito servizio,2021,1001
sicilia,femmine,estero,trasferito servizio,2022,751
sicilia,femmine,estero,trasferito servizio,2023,958
sicilia,femmine,estero,trasferito servizio,2024,1338
sicilia,femmine,estero,non trasferito servizio,2015,191
sicilia,femmine,estero,non trasferito servizio,2016,170
sicilia,femmine,estero,non trasferito servizio,2017,196
sicilia,femmine,estero,non trasferito servizio,2018,387
sicilia,femmine,estero,non trasferito servizio,2019,362
sicilia,femmine,estero,non trasferito servizio,2020,454
sicilia,femmine,estero,non trasferito servizio,2021,549
sicilia,femmine,estero,non trasferito servizio,2022,623
sicilia,femmine,estero,non trasferito servizio,2023,644
sicilia,femmine,estero,non trasferito servizio,2024,810
sicilia,femmine,estero,chiamate valide,2015,1225
sicilia,femmine,estero,chiamate valide,2016,1246
sicilia,femmine,estero,chiamate valide,2017,1029
sicilia,femmine,estero,chiamate valide,2018,1222
sicilia,femmine,estero,chiamate valide,2019,1121
sicilia,femmine,estero,chiamate valide,2020,1498
sicilia,femmine,estero,chiamate valide,2021,1550
sicilia,femmine,estero,chiamate valide,2022,1374
sicilia,femmine,estero,chiamate valide,2023,1602
sicilia,femmine,estero,chiamate valide,2024,2148
sicilia,femmine,estero,richiesto intervento del 118,2016,2
sicilia,femmine,estero,richiesto intervento del 118,2017,1
sicilia,femmine,estero,richiesto intervento del 118,2018,1
sicilia,femmine,estero,richiesto intervento del 118,2021,1
sicilia,femmine,estero,richiesto intervento del 118,2023,4
sicilia,femmine,estero,richiesto intervento del 118,2024,4
sicilia,femmine,estero,richiesto intervento del 112,2015,8
sicilia,femmine,estero,richiesto intervento del 112,2016,9
sicilia,femmine,estero,richiesto intervento del 112,2017,4
sicilia,femmine,estero,richiesto intervento del 112,2018,7
sicilia,femmine,estero,richiesto intervento del 112,2019,7
sicilia,femmine,estero,richiesto intervento del 112,2020,4
sicilia,femmine,estero,richiesto intervento del 112,2021,1
sicilia,femmine,estero,richiesto intervento del 112,2023,74
sicilia,femmine,estero,richiesto intervento del 112,2024,106
sicilia,femmine,estero,richiesto intervento del 113,2015,8
sicilia,femmine,estero,richiesto intervento del 113,2016,9
sicilia,femmine,estero,richiesto intervento del 113,2017,4
sicilia,femmine,estero,richiesto intervento del 113,2018,6
sicilia,femmine,estero,richiesto intervento del 113,2019,5
sicilia,femmine,estero,richiesto intervento del 113,2020,2
sicilia,femmine,estero,richiesto intervento del 113,2021,2
sicilia,femmine,estero,richiesto intervento del 113,2023,83
sicilia,femmine,estero,richiesto intervento del 113,2024,116
sicilia,femmine,estero,trasferito servizio,2015,39
sicilia,femmine,estero,trasferito servizio,2016,55
sicilia,femmine,estero,trasferito servizio,2017,52
sicilia,femmine,estero,trasferito servizio,2018,49
sicilia,femmine,estero,trasferito servizio,2019,56
sicilia,femmine,estero,trasferito servizio,2020,66
sicilia,femmine,estero,trasferito servizio,2021,47
sicilia,femmine,estero,trasferito servizio,2022,43
sicilia,femmine,estero,trasferito servizio,2023,42
sicilia,femmine,estero,trasferito servizio,2024,76
sicilia,femmine,estero,non trasferito servizio,2015,9
sicilia,femmine,estero,non trasferito servizio,2016,6
sicilia,femmine,estero,non trasferito servizio,2017,9
sicilia,femmine,estero,non trasferito servizio,2018,14
sicilia,femmine,estero,non trasferito servizio,2019,29
sicilia,femmine,estero,non trasferito servizio,2020,11
sicilia,femmine,estero,non trasferito servizio,2021,11
sicilia,femmine,estero,non trasferito servizio,2022,15
sicilia,femmine,estero,non trasferito servizio,2023,13
sicilia,femmine,estero,non trasferito servizio,2024,26
sicilia,femmine,estero,chiamate valide,2015,48
sicilia,femmine,estero,chiamate valide,2016,61
sicilia,femmine,estero,chiamate valide,2017,61
sicilia,femmine,estero,chiamate valide,2018,63
sicilia,femmine,estero,chiamate valide,2019,85
sicilia,femmine,estero,chiamate valide,2020,77
sicilia,femmine,estero,chiamate valide,2021,58
sicilia,femmine,estero,chiamate valide,2022,58
sicilia,femmine,estero,chiamate valide,2023,55
sicilia,femmine,estero,chiamate valide,2024,102
sicilia,femmine,estero,richiesto intervento del 118,2016,1
sicilia,femmine,estero,richiesto intervento del 112,2017,2
sicilia,femmine,estero,richiesto intervento del 112,2018,1
sicilia,femmine,estero,richiesto intervento del 112,2023,4
sicilia,femmine,estero,richiesto intervento del 112,2024,8
sicilia,femmine,estero,richiesto intervento del 113,2017,2
sicilia,femmine,estero,richiesto intervento del 113,2018,1
sicilia,femmine,estero,richiesto intervento del 113,2021,1
sicilia,femmine,estero,richiesto intervento del 113,2023,4
sicilia,femmine,estero,richiesto intervento del 113,2024,8
sicilia,femmine,italia,trasferito servizio,2015,995
sicilia,femmine,italia,trasferito servizio,2016,1021
sicilia,femmine,italia,trasferito servizio,2017,781
sicilia,femmine,italia,trasferito servizio,2018,786
sicilia,femmine,italia,trasferito servizio,2019,703
sicilia,femmine,italia,trasferito servizio,2020,978
sicilia,femmine,italia,trasferito servizio,2021,954
sicilia,femmine,italia,trasferito servizio,2022,708
sicilia,femmine,italia,trasferito servizio,2023,916
sicilia,femmine,italia,trasferito servizio,2024,1262
sicilia,femmine,italia,non trasferito servizio,2015,182
sicilia,femmine,italia,non trasferito servizio,2016,164
sicilia,femmine,italia,non trasferito servizio,2017,187
sicilia,femmine,italia,non trasferito servizio,2018,373
sicilia,femmine,italia,non trasferito servizio,2019,333
sicilia,femmine,italia,non trasferito servizio,2020,443
sicilia,femmine,italia,non trasferito servizio,2021,538
sicilia,femmine,italia,non trasferito servizio,2022,608
sicilia,femmine,italia,non trasferito servizio,2023,631
sicilia,femmine,italia,non trasferito servizio,2024,784
sicilia,femmine,italia,chiamate valide,2015,1177
sicilia,femmine,italia,chiamate valide,2016,1185
sicilia,femmine,italia,chiamate valide,2017,968
sicilia,femmine,italia,chiamate valide,2018,1159
sicilia,femmine,italia,chiamate valide,2019,1036
sicilia,femmine,italia,chiamate valide,2020,1421
sicilia,femmine,italia,chiamate valide,2021,1492
sicilia,femmine,italia,chiamate valide,2022,1316
sicilia,femmine,italia,chiamate valide,2023,1547
sicilia,femmine,italia,chiamate valide,2024,2046
sicilia,femmine,italia,richiesto intervento del 118,2016,1
sicilia,femmine,italia,richiesto intervento del 118,2017,1
sicilia,femmine,italia,richiesto intervento del 118,2018,1
sicilia,femmine,italia,richiesto intervento del 118,2021,1
sicilia,femmine,italia,richiesto intervento del 118,2023,4
sicilia,femmine,italia,richiesto intervento del 118,2024,4
sicilia,femmine,italia,richiesto intervento del 112,2015,8
sicilia,femmine,italia,richiesto intervento del 112,2016,9
sicilia,femmine,italia,richiesto intervento del 112,2017,2
sicilia,femmine,italia,richiesto intervento del 112,2018,6
sicilia,femmine,italia,richiesto intervento del 112,2019,7
sicilia,femmine,italia,richiesto intervento del 112,2020,4
sicilia,femmine,italia,richiesto intervento del 112,2023,70
sicilia,femmine,italia,richiesto intervento del 112,2024,98
sicilia,femmine,italia,richiesto intervento del 113,2015,8
sicilia,femmine,italia,richiesto intervento del 113,2016,9
sicilia,femmine,italia,richiesto intervento del 113,2017,2
sicilia,femmine,italia,richiesto intervento del 113,2018,5
sicilia,femmine,italia,richiesto intervento del 113,2019,5
sicilia,femmine,italia,richiesto intervento del 113,2020,2
sicilia,femmine,italia,richiesto intervento del 113,2021,1
sicilia,femmine,italia,richiesto intervento del 113,2023,79
sicilia,femmine,italia,richiesto intervento del 113,2024,108
sicilia,non indicato,estero,trasferito servizio,2023,6
sicilia,non indicato,estero,trasferito servizio,2024,3
sicilia,non indicato,estero,non trasferito servizio,2023,8
sicilia,non indicato,estero,non trasferito servizio,2024,2
sicilia,non indicato,estero,chiamate valide,2023,14
sicilia,non indicato,estero,chiamate valide,2024,5
sicilia,non indicato,estero,richiesto intervento del 112,2024,1
sicilia,non indicato,estero,richiesto intervento del 113,2024,1
sicilia,non indicato,estero,trasferito servizio,2023,1
sicilia,non indicato,estero,chiamate valide,2023,1
sicilia,non indicato,italia,trasferito servizio,2023,5
sicilia,non indicato,italia,trasferito servizio,2024,3
sicilia,non indicato,italia,non trasferito servizio,2023,8
sicilia,non indicato,italia,non trasferito servizio,2024,2
sicilia,non indicato,italia,chiamate valide,2023,13
sicilia,non indicato,italia,chiamate valide,2024,5
sicilia,non indicato,italia,richiesto intervento del 112,2024,1
sicilia,non indicato,italia,richiesto intervento del 113,2024,1
sardegna,maschi,estero,trasferito servizio,2015,47
sardegna,maschi,estero,trasferito servizio,2016,28
sardegna,maschi,estero,trasferito servizio,2017,28
sardegna,maschi,estero,trasferito servizio,2018,19
sardegna,maschi,estero,trasferito servizio,2019,23
sardegna,maschi,estero,trasferito servizio,2020,37
sardegna,maschi,estero,trasferito servizio,2021,22
sardegna,maschi,estero,trasferito servizio,2022,12
sardegna,maschi,estero,trasferito servizio,2023,39
sardegna,maschi,estero,trasferito servizio,2024,46
sardegna,maschi,estero,non trasferito servizio,2015,21
sardegna,maschi,estero,non trasferito servizio,2016,13
sardegna,maschi,estero,non trasferito servizio,2017,16
sardegna,maschi,estero,non trasferito servizio,2018,36
sardegna,maschi,estero,non trasferito servizio,2019,24
sardegna,maschi,estero,non trasferito servizio,2020,49
sardegna,maschi,estero,non trasferito servizio,2021,55
sardegna,maschi,estero,non trasferito servizio,2022,46
sardegna,maschi,estero,non trasferito servizio,2023,53
sardegna,maschi,estero,non trasferito servizio,2024,76
sardegna,maschi,estero,chiamate valide,2015,68
sardegna,maschi,estero,chiamate valide,2016,41
sardegna,maschi,estero,chiamate valide,2017,44
sardegna,maschi,estero,chiamate valide,2018,55
sardegna,maschi,estero,chiamate valide,2019,47
sardegna,maschi,estero,chiamate valide,2020,86
sardegna,maschi,estero,chiamate valide,2021,77
sardegna,maschi,estero,chiamate valide,2022,58
sardegna,maschi,estero,chiamate valide,2023,92
sardegna,maschi,estero,chiamate valide,2024,122
sardegna,maschi,estero,richiesto intervento del 112,2018,1
sardegna,maschi,estero,richiesto intervento del 112,2019,1
sardegna,maschi,estero,richiesto intervento del 112,2020,1
sardegna,maschi,estero,richiesto intervento del 112,2023,12
sardegna,maschi,estero,richiesto intervento del 112,2024,15
sardegna,maschi,estero,richiesto intervento del 113,2018,1
sardegna,maschi,estero,richiesto intervento del 113,2019,1
sardegna,maschi,estero,richiesto intervento del 113,2023,13
sardegna,maschi,estero,richiesto intervento del 113,2024,16
sardegna,maschi,estero,trasferito servizio,2018,1
sardegna,maschi,estero,trasferito servizio,2020,2
sardegna,maschi,estero,trasferito servizio,2024,2
sardegna,maschi,estero,non trasferito servizio,2015,1
sardegna,maschi,estero,non trasferito servizio,2019,2
sardegna,maschi,estero,non trasferito servizio,2020,1
sardegna,maschi,estero,non trasferito servizio,2021,1
sardegna,maschi,estero,non trasferito servizio,2022,3
sardegna,maschi,estero,chiamate valide,2015,1
sardegna,maschi,estero,chiamate valide,2018,1
sardegna,maschi,estero,chiamate valide,2019,2
sardegna,maschi,estero,chiamate valide,2020,3
sardegna,maschi,estero,chiamate valide,2021,1
sardegna,maschi,estero,chiamate valide,2022,3
sardegna,maschi,estero,chiamate valide,2024,2
sardegna,maschi,estero,richiesto intervento del 112,2024,1
sardegna,maschi,estero,richiesto intervento del 113,2024,2
sardegna,maschi,italia,trasferito servizio,2015,47
sardegna,maschi,italia,trasferito servizio,2016,28
sardegna,maschi,italia,trasferito servizio,2017,28
sardegna,maschi,italia,trasferito servizio,2018,18
sardegna,maschi,italia,trasferito servizio,2019,23
sardegna,maschi,italia,trasferito servizio,2020,35
sardegna,maschi,italia,trasferito servizio,2021,22
sardegna,maschi,italia,trasferito servizio,2022,12
sardegna,maschi,italia,trasferito servizio,2023,39
sardegna,maschi,italia,trasferito servizio,2024,44
sardegna,maschi,italia,non trasferito servizio,2015,20
sardegna,maschi,italia,non trasferito servizio,2016,13
sardegna,maschi,italia,non trasferito servizio,2017,16
sardegna,maschi,italia,non trasferito servizio,2018,36
sardegna,maschi,italia,non trasferito servizio,2019,22
sardegna,maschi,italia,non trasferito servizio,2020,48
sardegna,maschi,italia,non trasferito servizio,2021,54
sardegna,maschi,italia,non trasferito servizio,2022,43
sardegna,maschi,italia,non trasferito servizio,2023,53
sardegna,maschi,italia,non trasferito servizio,2024,76
sardegna,maschi,italia,chiamate valide,2015,67
sardegna,maschi,italia,chiamate valide,2016,41
sardegna,maschi,italia,chiamate valide,2017,44
sardegna,maschi,italia,chiamate valide,2018,54
sardegna,maschi,italia,chiamate valide,2019,45
sardegna,maschi,italia,chiamate valide,2020,83
sardegna,maschi,italia,chiamate valide,2021,76
sardegna,maschi,italia,chiamate valide,2022,55
sardegna,maschi,italia,chiamate valide,2023,92
sardegna,maschi,italia,chiamate valide,2024,120
sardegna,maschi,italia,richiesto intervento del 112,2018,1
sardegna,maschi,italia,richiesto intervento del 112,2019,1
sardegna,maschi,italia,richiesto intervento del 112,2020,1
sardegna,maschi,italia,richiesto intervento del 112,2023,12
sardegna,maschi,italia,richiesto intervento del 112,2024,14
sardegna,maschi,italia,richiesto intervento del 113,2018,1
sardegna,maschi,italia,richiesto intervento del 113,2019,1
sardegna,maschi,italia,richiesto intervento del 113,2023,13
sardegna,maschi,italia,richiesto intervento del 113,2024,14
sardegna,femmine,estero,trasferito servizio,2015,452
sardegna,femmine,estero,trasferito servizio,2016,431
sardegna,femmine,estero,trasferito servizio,2017,360
sardegna,femmine,estero,trasferito servizio,2018,370
sardegna,femmine,estero,trasferito servizio,2019,267
sardegna,femmine,estero,trasferito servizio,2020,385
sardegna,femmine,estero,trasferito servizio,2021,370
sardegna,femmine,estero,trasferito servizio,2022,320
sardegna,femmine,estero,trasferito servizio,2023,366
sardegna,femmine,estero,trasferito servizio,2024,548
sardegna,femmine,estero,non trasferito servizio,2015,68
sardegna,femmine,estero,non trasferito servizio,2016,97
sardegna,femmine,estero,non trasferito servizio,2017,97
sardegna,femmine,estero,non trasferito servizio,2018,179
sardegna,femmine,estero,non trasferito servizio,2019,182
sardegna,femmine,estero,non trasferito servizio,2020,170
sardegna,femmine,estero,non trasferito servizio,2021,342
sardegna,femmine,estero,non trasferito servizio,2022,342
sardegna,femmine,estero,non trasferito servizio,2023,339
sardegna,femmine,estero,non trasferito servizio,2024,312
sardegna,femmine,estero,chiamate valide,2015,520
sardegna,femmine,estero,chiamate valide,2016,528
sardegna,femmine,estero,chiamate valide,2017,457
sardegna,femmine,estero,chiamate valide,2018,549
sardegna,femmine,estero,chiamate valide,2019,449
sardegna,femmine,estero,chiamate valide,2020,555
sardegna,femmine,estero,chiamate valide,2021,712
sardegna,femmine,estero,chiamate valide,2022,662
sardegna,femmine,estero,chiamate valide,2023,705
sardegna,femmine,estero,chiamate valide,2024,860
sardegna,femmine,estero,richiesto intervento del 118,2015,1
sardegna,femmine,estero,richiesto intervento del 118,2019,2
sardegna,femmine,estero,richiesto intervento del 118,2023,3
sardegna,femmine,estero,richiesto intervento del 118,2024,2
sardegna,femmine,estero,richiesto intervento del 112,2015,4
sardegna,femmine,estero,richiesto intervento del 112,2016,3
sardegna,femmine,estero,richiesto intervento del 112,2017,3
sardegna,femmine,estero,richiesto intervento del 112,2018,3
sardegna,femmine,estero,richiesto intervento del 112,2019,3
sardegna,femmine,estero,richiesto intervento del 112,2020,1
sardegna,femmine,estero,richiesto intervento del 112,2023,34
sardegna,femmine,estero,richiesto intervento del 112,2024,51
sardegna,femmine,estero,richiesto intervento del 113,2015,4
sardegna,femmine,estero,richiesto intervento del 113,2016,3
sardegna,femmine,estero,richiesto intervento del 113,2017,2
sardegna,femmine,estero,richiesto intervento del 113,2018,3
sardegna,femmine,estero,richiesto intervento del 113,2019,1
sardegna,femmine,estero,richiesto intervento del 113,2023,39
sardegna,femmine,estero,richiesto intervento del 113,2024,53
sardegna,femmine,estero,trasferito servizio,2015,17
sardegna,femmine,estero,trasferito servizio,2016,18
sardegna,femmine,estero,trasferito servizio,2017,16
sardegna,femmine,estero,trasferito servizio,2018,13
sardegna,femmine,estero,trasferito servizio,2019,21
sardegna,femmine,estero,trasferito servizio,2020,20
sardegna,femmine,estero,trasferito servizio,2021,13
sardegna,femmine,estero,trasferito servizio,2022,18
sardegna,femmine,estero,trasferito servizio,2023,17
sardegna,femmine,estero,trasferito servizio,2024,25
sardegna,femmine,estero,non trasferito servizio,2015,2
sardegna,femmine,estero,non trasferito servizio,2016,4
sardegna,femmine,estero,non trasferito servizio,2017,4
sardegna,femmine,estero,non trasferito servizio,2018,4
sardegna,femmine,estero,non trasferito servizio,2019,8
sardegna,femmine,estero,non trasferito servizio,2020,6
sardegna,femmine,estero,non trasferito servizio,2021,4
sardegna,femmine,estero,non trasferito servizio,2022,5
sardegna,femmine,estero,non trasferito servizio,2023,3
sardegna,femmine,estero,non trasferito servizio,2024,4
sardegna,femmine,estero,chiamate valide,2015,19
sardegna,femmine,estero,chiamate valide,2016,22
sardegna,femmine,estero,chiamate valide,2017,20
sardegna,femmine,estero,chiamate valide,2018,17
sardegna,femmine,estero,chiamate valide,2019,29
sardegna,femmine,estero,chiamate valide,2020,26
sardegna,femmine,estero,chiamate valide,2021,17
sardegna,femmine,estero,chiamate valide,2022,23
sardegna,femmine,estero,chiamate valide,2023,20
sardegna,femmine,estero,chiamate valide,2024,29
sardegna,femmine,estero,richiesto intervento del 112,2016,1
sardegna,femmine,estero,richiesto intervento del 112,2023,1
sardegna,femmine,estero,richiesto intervento del 112,2024,1
sardegna,femmine,estero,richiesto intervento del 113,2016,1
sardegna,femmine,estero,richiesto intervento del 113,2023,1
sardegna,femmine,estero,richiesto intervento del 113,2024,1
sardegna,femmine,italia,trasferito servizio,2015,435
sardegna,femmine,italia,trasferito servizio,2016,413
sardegna,femmine,italia,trasferito servizio,2017,344
sardegna,femmine,italia,trasferito servizio,2018,357
sardegna,femmine,italia,trasferito servizio,2019,246
sardegna,femmine,italia,trasferito servizio,2020,365
sardegna,femmine,italia,trasferito servizio,2021,357
sardegna,femmine,italia,trasferito servizio,2022,302
sardegna,femmine,italia,trasferito servizio,2023,349
sardegna,femmine,italia,trasferito servizio,2024,523
sardegna,femmine,italia,non trasferito servizio,2015,66
sardegna,femmine,italia,non trasferito servizio,2016,93
sardegna,femmine,italia,non trasferito servizio,2017,93
sardegna,femmine,italia,non trasferito servizio,2018,175
sardegna,femmine,italia,non trasferito servizio,2019,174
sardegna,femmine,italia,non trasferito servizio,2020,164
sardegna,femmine,italia,non trasferito servizio,2021,338
sardegna,femmine,italia,non trasferito servizio,2022,337
sardegna,femmine,italia,non trasferito servizio,2023,336
sardegna,femmine,italia,non trasferito servizio,2024,308
sardegna,femmine,italia,chiamate valide,2015,501
sardegna,femmine,italia,chiamate valide,2016,506
sardegna,femmine,italia,chiamate valide,2017,437
sardegna,femmine,italia,chiamate valide,2018,532
sardegna,femmine,italia,chiamate valide,2019,420
sardegna,femmine,italia,chiamate valide,2020,529
sardegna,femmine,italia,chiamate valide,2021,695
sardegna,femmine,italia,chiamate valide,2022,639
sardegna,femmine,italia,chiamate valide,2023,685
sardegna,femmine,italia,chiamate valide,2024,831
sardegna,femmine,italia,richiesto intervento del 118,2015,1
sardegna,femmine,italia,richiesto intervento del 118,2019,2
sardegna,femmine,italia,richiesto intervento del 118,2023,3
sardegna,femmine,italia,richiesto intervento del 118,2024,2
sardegna,femmine,italia,richiesto intervento del 112,2015,4
sardegna,femmine,italia,richiesto intervento del 112,2016,2
sardegna,femmine,italia,richiesto intervento del 112,2017,3
sardegna,femmine,italia,richiesto intervento del 112,2018,3
sardegna,femmine,italia,richiesto intervento del 112,2019,3
sardegna,femmine,italia,richiesto intervento del 112,2020,1
sardegna,femmine,italia,richiesto intervento del 112,2023,33
sardegna,femmine,italia,richiesto intervento del 112,2024,50
sardegna,femmine,italia,richiesto intervento del 113,2015,4
sardegna,femmine,italia,richiesto intervento del 113,2016,2
sardegna,femmine,italia,richiesto intervento del 113,2017,2
sardegna,femmine,italia,richiesto intervento del 113,2018,3
sardegna,femmine,italia,richiesto intervento del 113,2019,1
sardegna,femmine,italia,richiesto intervento del 113,2023,38
sardegna,femmine,italia,richiesto intervento del 113,2024,52
sardegna,non indicato,estero,trasferito servizio,2023,2
sardegna,non indicato,estero,trasferito servizio,2024,1
sardegna,non indicato,estero,non trasferito servizio,2023,2
sardegna,non indicato,estero,chiamate valide,2023,4
sardegna,non indicato,estero,chiamate valide,2024,1
sardegna,non indicato,estero,richiesto intervento del 112,2024,1
sardegna,non indicato,estero,richiesto intervento del 113,2024,1
sardegna,non indicato,italia,trasferito servizio,2023,2
sardegna,non indicato,italia,trasferito servizio,2024,1
sardegna,non indicato,italia,non trasferito servizio,2023,2
sardegna,non indicato,italia,chiamate valide,2023,4
sardegna,non indicato,italia,chiamate valide,2024,1
sardegna,non indicato,italia,richiesto intervento del 112,2024,1
sardegna,non indicato,italia,richiesto intervento del 113,2024,1
non indicato,maschi,estero,trasferito servizio,2015,44
non indicato,maschi,estero,trasferito servizio,2016,53
non indicato,maschi,estero,trasferito servizio,2017,106
non indicato,maschi,estero,trasferito servizio,2018,73
non indicato,maschi,estero,trasferito servizio,2019,33
non indicato,maschi,estero,trasferito servizio,2020,155
non indicato,maschi,estero,trasferito servizio,2021,73
non indicato,maschi,estero,trasferito servizio,2022,41
non indicato,maschi,estero,trasferito servizio,2023,309
non indicato,maschi,estero,trasferito servizio,2024,583
non indicato,maschi,estero,non trasferito servizio,2015,254
non indicato,maschi,estero,non trasferito servizio,2016,173
non indicato,maschi,estero,non trasferito servizio,2017,327
non indicato,maschi,estero,non trasferito servizio,2018,469
non indicato,maschi,estero,non trasferito servizio,2019,274
non indicato,maschi,estero,non trasferito servizio,2020,721
non indicato,maschi,estero,non trasferito servizio,2021,1529
non indicato,maschi,estero,non trasferito servizio,2022,1413
non indicato,maschi,estero,non trasferito servizio,2023,2112
non indicato,maschi,estero,non trasferito servizio,2024,2992
non indicato,maschi,estero,chiamate valide,2015,298
non indicato,maschi,estero,chiamate valide,2016,226
